frame,capture_time,log_time,hmd_position_x,hmd_position_y,hmd_position_z,hmd_rotation_x,hmd_rotation_y,hmd_rotation_z,hmd_rotation_w,gaze_status,combined_gaze_forward_x,combined_gaze_forward_y,combined_gaze_forward_z,combined_gaze_position_x,combined_gaze_position_y,combined_gaze_position_z,inter_pupillary_distance_mm,left_eye_status,left_eye_forward_x,left_eye_forward_y,left_eye_forward_z,left_eye_position_x,left_eye_position_y,left_eye_position_z,left_pupil_iris_ratio,left_pupil_diameter_mm,left_iris_diameter_mm,left_eye_openness,right_eye_status,right_eye_forward_x,right_eye_forward_y,right_eye_forward_z,right_eye_position_x,right_eye_position_y,right_eye_position_z,right_pupil_iris_ratio,right_pupil_diameter_mm,right_iris_diameter_mm,right_eye_openness,focus_distance,focus_stability,time_s,time_ms,sample_dt_ms,gaze_azimuth_deg,gaze_elevation_deg,in_invalid_run,invalid_run_id,gaze_valid,left_eye_valid,right_eye_valid,blink_left,blink_right,pupil_left_out_of_bounds,pupil_right_out_of_bounds,pupil_asymmetry_exceeded,focus_distance_sentinel,focus_out_of_bounds,focus_unstable,interpolated_left_pupil,interpolated_right_pupil,excluded
725425,1000003886000134700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.099,-0.052,0.994,0,0,0,52.375,VALID,0.126,-0.014,0.992,-0.028,0,0,0.352,2.422,6.887,0.407,INVALID,,,,,,,,2.9677946456147466,,0.261,2,0,1.3683892,1368.3892,5.005300000000034,5.687763861085257,-2.980724878615555,false,,true,true,false,true,true,false,false,false,false,false,true,false,true,false
725426,1000003886005123700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.510108317835785,,,INVALID,,,,,,,,2.9724132458227226,,,,,1.3733782,1373.3782,4.989000000000033,,,false,,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725427,1000003886010078300,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.084,-0.044,0.996,0,0,0,52.375,INVALID,,,,,,,,2.5976091138969513,,,VALID,0.002,-0.023,1,0.028,0,0,0.461,2.977,6.454,,2,0,1.3783328,1378.3328,4.9545999999998,4.820766078092657,-2.5218284553489743,false,,true,false,true,false,false,false,false,false,false,false,true,true,false,false
725428,1000003886015083300,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.081,-0.037,0.996,0,0,0,52.375,VALID,0.116,-0.012,0.993,-0.028,0,0,0.39,2.686,6.887,0.414,VALID,0.001,-0.025,1,0.028,0,0,0.461,2.976,6.454,0.264,0.4793148,0,1.3833378,1383.3378,5.005000000000109,4.649364545800058,-2.120427840730745,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
725429,1000003886020088900,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.075,-0.055,0.996,0,0,0,52.375,VALID,0.116,-0.015,0.993,-0.028,0,0,0.39,2.687,6.887,0.418,VALID,0.066,-0.037,0.997,0.028,0,0,0.461,2.975,6.454,0.274,0.9210226,0,1.3883434,1388.3434,5.0055999999999585,4.306314175782637,-3.152858804046428,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
725430,1000003886025093900,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.056,-0.086,0.995,0,0,0,52.375,VALID,0.123,-0.013,0.992,-0.028,0,0,0.403,2.774,6.887,0.425,VALID,0.055,-0.078,0.995,0.028,0,0,0.461,2.974,6.454,0.29,0.4261022,0,1.3933484,1393.3484,5.005000000000109,3.2212887085136006,-4.933531230071105,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
725431,1000003886030125100,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.366,0.436,0.822,0,0,0,52.375,VALID,0.12,-0.014,0.993,-0.028,0,0,0.407,2.802,6.887,0.433,VALID,-0.359,0.422,0.832,0.028,0,0,0.46,2.969,6.454,0.314,,0,1.3983796,1398.3796,5.031199999999899,-24.001280965612988,25.848942513985865,false,,true,true,true,true,true,false,false,false,false,true,true,false,false,false
725432,1000003886035130400,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.241,0.367,0.898,0,0,0,52.375,VALID,0.117,-0.014,0.993,-0.028,0,0,0.409,2.814,6.887,0.441,VALID,-0.242,0.369,0.897,0.028,0,0,0.457,2.948,6.454,0.347,,0,1.4033849,1403.3849,5.005300000000034,-15.022715627178137,21.530718060280456,false,,true,true,true,true,true,false,false,false,false,true,true,false,false,false
725433,1000003886040135700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.202,0.25,0.947,0,0,0,52.375,VALID,0.116,-0.012,0.993,-0.028,0,0,0.412,2.838,6.887,0.451,VALID,-0.214,0.24,0.947,0.028,0,0,0.455,2.938,6.454,0.385,,0,1.4083902,1408.3902,5.005300000000034,-12.041031967709602,14.477512185929925,false,,true,true,true,true,true,false,false,false,false,true,true,false,false,false
725434,1000003886045141000,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.187,0.107,0.976,0,0,0,52.375,VALID,0.112,-0.005,0.994,-0.028,0,0,0.416,2.862,6.887,0.472,VALID,-0.186,0.097,0.978,0.028,0,0,0.454,2.928,6.454,0.422,,0,1.4133955,1413.3955,5.005300000000034,-10.846329613651557,6.142407391019769,false,,true,true,true,true,true,false,false,false,false,true,true,false,false,false
725435,1000003886050171800,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.13,0.015,0.991,0,0,0,52.375,VALID,0.107,-0.001,0.994,-0.028,0,0,0.417,2.875,6.887,0.488,VALID,-0.122,0.009,0.992,0.028,0,0,0.452,2.92,6.454,0.449,0.2417095,0,1.4184263,1418.4263,5.030799999999999,-7.473422726688907,0.8594689248358217,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
725436,1000003886055189200,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.071,-0.036,0.997,0,0,0,52.375,VALID,0.102,0.003,0.995,-0.028,0,0,0.423,2.911,6.887,0.496,VALID,-0.064,-0.039,0.997,0.028,0,0,0.452,2.915,6.454,0.474,0.3152927,0,1.4234437,1423.4437,5.017399999999952,-4.073364492861099,-2.063093854487329,false,,true,true,true,true,true,false,false,false,false,false,true,false,false,false
725437,1000003886060194200,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.059,0.003,0.998,0,0,0,52.375,VALID,0.098,0.006,0.995,-0.028,0,0,0.424,2.917,6.887,0.51,VALID,-0.054,0.001,0.999,0.028,0,0,0.513,3.313,6.454,0.492,0.3684333,0,1.4284487,1428.4487,5.004999999999882,-3.383287617281726,0.17188759637129902,false,,true,true,true,false,true,false,false,false,false,false,true,false,false,false
725438,1000003886065246500,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.05,0.026,0.998,0,0,0,52.375,VALID,0.094,0.008,0.996,-0.028,0,0,0.423,2.917,6.887,0.524,VALID,-0.046,0.025,0.999,0.028,0,0,0.52,3.356,6.454,0.506,0.3928575,0,1.433501,1433.501,5.052300000000059,-2.868131940686689,1.4898581568539333,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725439,1000003886070226500,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.045,0.042,0.998,0,0,0,52.375,VALID,0.09,0.009,0.996,-0.028,0,0,0.424,2.917,6.887,0.54,VALID,-0.042,0.042,0.998,0.028,0,0,0.524,3.38,6.454,0.523,0.3966217,0,1.438481,1438.481,4.980000000000018,-2.581728321498805,2.4071307900294796,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725440,1000003886075238900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.041,0.053,0.998,0,0,0,52.375,VALID,0.088,0.01,0.996,-0.028,0,0,0.424,2.918,6.887,0.549,VALID,-0.039,0.053,0.998,0.028,0,0,0.525,3.389,6.454,0.531,0.3958558,0,1.4434934,1443.4934,5.012400000000071,-2.352511745049485,3.0380997848943694,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725441,1000003886080242300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.04,0.06,0.997,0,0,0,52.375,VALID,0.085,0.011,0.996,-0.028,0,0,0.424,2.918,6.887,0.56,VALID,-0.038,0.06,0.997,0.028,0,0,0.525,3.391,6.454,0.549,0.3896511,0,1.4484968,1448.4968,5.003399999999829,-2.2974951753327764,3.439812767515196,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725442,1000003886085270500,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.025,0.045,0.999,0,0,0,52.375,VALID,0.084,0.011,0.996,-0.028,0,0,0.424,2.918,6.887,0.571,VALID,-0.024,0.045,0.999,0.028,0,0,0.49,3.16,6.454,0.563,0.4733042,0,1.453525,1453.525,5.028200000000197,-1.433529116001614,2.579181051648375,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725443,1000003886090273900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,-0.009,0.03,1,0,0,0,52.375,VALID,0.082,0.013,0.997,-0.028,0,0,0.425,2.929,6.887,0.578,VALID,-0.009,0.029,1,0.028,0,0,0.477,3.079,6.454,0.574,0.5925523,0,1.4585284,1458.5284,5.003399999999829,-0.5156480934199318,1.719131320877811,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725444,1000003886095276200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.002,0.019,1,0,0,0,52.375,VALID,0.07,0.012,0.997,-0.028,0,0,0.429,2.958,6.887,0.587,VALID,0.003,0.019,1,0.028,0,0,0.472,3.048,6.454,0.592,0.8228882,0,1.4635307,1463.5307,5.002300000000105,0.11459140623778596,1.0886853200163829,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725445,1000003886100279600,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.012,0.011,1,0,0,0,52.375,VALID,0.183,0.011,0.983,-0.028,0,0,0.431,2.966,6.887,0.601,VALID,0.012,0.011,1,0.028,0,0,0.469,3.025,6.454,0.605,0.3234861,0,1.4685341,1468.5341,5.003400000000056,0.6875163546390998,0.6302662854497764,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725446,1000003886105321900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.019,0.003,1,0,0,0,52.375,VALID,0.295,0.009,0.956,-0.028,0,0,0.431,2.967,6.887,0.615,VALID,0.019,0.003,1,0.028,0,0,0.466,3.01,6.454,0.62,,0,1.4735764,1473.5764,5.042299999999841,1.088488841864694,0.17188759637129902,false,,true,true,true,false,false,false,false,false,false,true,true,false,false,false
725447,1000003886110325300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.025,-0.005,1,0,0,0,52.375,VALID,0.24,0.01,0.971,-0.028,0,0,0.431,2.968,6.887,0.628,VALID,0.026,-0.005,1,0.028,0,0,0.464,2.993,6.454,0.64,0.2537385,0,1.4785798,1478.5798,5.003400000000056,1.4320961841646465,-0.2864800912409137,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725448,1000003886115333200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.03,-0.01,1,0,0,0,52.375,VALID,0.221,0.012,0.975,-0.028,0,0,0.431,2.967,6.887,0.64,VALID,0.03,-0.01,0.999,0.028,0,0,0.463,2.987,6.454,0.657,0.2826467,0,1.4835877,1483.5877,5.007900000000063,1.7183580016554572,-0.5729673448571527,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725449,1000003886120380900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.033,-0.014,0.999,0,0,0,52.375,VALID,0.207,0.013,0.978,-0.028,0,0,0.431,2.967,6.887,0.65,VALID,0.033,-0.014,0.999,0.028,0,0,0.462,2.982,6.454,0.672,0.3082287,0,1.4886354,1488.6354,5.04769999999985,1.8919654183594745,-0.8021671187643813,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725450,1000003886125388800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.036,-0.017,0.999,0,0,0,52.375,VALID,0.181,0.015,0.983,-0.028,0,0,0.431,2.968,6.887,0.658,VALID,0.036,-0.017,0.999,0.028,0,0,0.461,2.976,6.454,0.683,0.3635459,0,1.4936433,1493.6433,5.007900000000063,2.063819728456962,-0.97407517351896,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725451,1000003886130397200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.022,0.999,0,0,0,52.375,VALID,0.153,0.017,0.988,-0.028,0,0,0.432,2.975,6.887,0.666,VALID,0.038,-0.022,0.999,0.028,0,0,0.46,2.971,6.454,0.694,0.433836,0,1.4986517,1498.6517,5.008399999999938,2.178368823880417,-1.2606088523503383,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725452,1000003886135405100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.04,-0.024,0.999,0,0,0,52.375,VALID,0.131,0.019,0.991,-0.028,0,0,0.433,2.98,6.887,0.673,VALID,0.04,-0.024,0.999,0.028,0,0,0.46,2.968,6.454,0.702,0.4987419,0,1.5036596,1503.6596,5.007900000000063,2.2929004995436886,-1.3752307520185663,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725453,1000003886140416900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.041,-0.029,0.999,0,0,0,52.375,VALID,0.114,0.021,0.993,-0.028,0,0,0.433,2.982,6.887,0.678,VALID,0.041,-0.029,0.999,0.028,0,0,0.46,2.967,6.454,0.709,0.521127,0,1.5086714,1508.6714,5.011799999999994,2.3501595202106556,-1.6618105918581296,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725454,1000003886145424800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.042,-0.032,0.999,0,0,0,52.375,VALID,0.103,0.023,0.994,-0.028,0,0,0.434,2.986,6.887,0.681,VALID,0.042,-0.032,0.999,0.028,0,0,0.46,2.967,6.454,0.714,0.5083172,0,1.5136793,1513.6793,5.007900000000063,2.407413844340112,-1.833778000046647,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725455,1000003886150419300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.043,-0.033,0.999,0,0,0,52.375,VALID,0.095,0.024,0.995,-0.028,0,0,0.434,2.987,6.887,0.685,VALID,0.043,-0.033,0.999,0.028,0,0,0.46,2.966,6.454,0.717,0.4836221,0,1.5186738,1518.6738,4.994500000000016,2.4646633581811566,-1.8911040652841664,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725456,1000003886155431300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.043,-0.035,0.998,0,0,0,52.375,VALID,0.09,0.026,0.996,-0.028,0,0,0.434,2.988,6.887,0.687,VALID,0.043,-0.035,0.998,0.028,0,0,0.46,2.966,6.454,0.719,0.4414793,0,1.5236858,1523.6858,5.011999999999944,2.4671299107676194,-2.0057619349098257,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725457,1000003886160443100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.043,-0.037,0.998,0,0,0,52.375,VALID,0.087,0.027,0.996,-0.028,0,0,0.434,2.988,6.887,0.688,VALID,0.043,-0.037,0.998,0.028,0,0,0.46,2.966,6.454,0.721,0.4066541,0,1.5286976,1528.6976,5.011799999999994,2.4671299107676194,-2.120427840730745,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725458,1000003886165454000,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.044,-0.038,0.998,0,0,0,52.375,VALID,0.084,0.028,0.996,-0.028,0,0,0.436,3,6.887,0.69,VALID,0.044,-0.038,0.998,0.028,0,0,0.46,2.966,6.454,0.722,0.3738923,0,1.5337085,1533.7085,5.010899999999992,2.5244316425008844,-2.1777639512803675,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725459,1000003886170465800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.044,-0.04,0.998,0,0,0,52.375,VALID,0.083,0.029,0.996,-0.028,0,0,0.437,3.009,6.887,0.69,VALID,0.044,-0.04,0.998,0.028,0,0,0.46,2.966,6.454,0.722,0.3437788,0,1.5387203,1538.7203,5.011799999999994,2.5244316425008844,-2.292442775955887,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725460,1000003886175477600,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.045,-0.041,0.998,0,0,0,52.375,VALID,0.082,0.03,0.996,-0.028,0,0,0.437,3.01,6.887,0.691,VALID,0.045,-0.041,0.998,0.028,0,0,0.46,2.966,6.454,0.723,0.3239168,0,1.5437321,1543.7321,5.011799999999994,2.581728321498805,-2.349785605460419,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725461,1000003886180489400,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.045,-0.042,0.998,0,0,0,52.375,VALID,0.081,0.031,0.996,-0.028,0,0,0.438,3.013,6.887,0.691,VALID,0.045,-0.042,0.998,0.028,0,0,0.46,2.966,6.454,0.723,0.3066229,0.01009397,1.5487439,1548.7439,5.011799999999994,2.581728321498805,-2.4071307900294796,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725462,1000003886185534000,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.045,-0.042,0.998,0,0,0,52.375,VALID,0.081,0.032,0.996,-0.028,0,0,0.438,3.015,6.887,0.691,VALID,0.045,-0.042,0.998,0.028,0,0,0.46,2.966,6.454,0.723,0.2922137,0.3131063,1.5537885,1553.7885,5.044600000000173,2.581728321498805,-2.4071307900294796,false,,true,true,true,false,false,false,false,false,false,false,false,false,false,false
725463,1000003886190545800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.046,-0.044,0.998,0,0,0,52.375,VALID,0.081,0.033,0.996,-0.028,0,0,0.438,3.018,6.887,0.691,VALID,0.046,-0.044,0.998,0.028,0,0,0.46,2.966,6.454,0.723,0.2762413,0.3267252,1.5588003,1558.8003,5.011799999999994,2.6390198338480877,-2.5218284553489743,false,,true,true,true,false,false,false,false,false,false,false,false,false,false,false
725464,1000003886195557600,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.046,-0.042,0.998,0,0,0,52.375,VALID,0.08,0.033,0.996,-0.028,0,0,0.438,3.02,6.887,0.691,VALID,0.046,-0.042,0.998,0.028,0,0,0.46,2.966,6.454,0.723,0.2787231,0.2769779,1.5638121,1563.8121,5.011799999999994,2.6390198338480877,-2.4071307900294796,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725465,1000003886200568500,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.043,-0.038,0.998,0,0,0,52.375,VALID,0.08,0.034,0.996,-0.028,0,0,0.439,3.021,6.887,0.691,VALID,0.043,-0.038,0.998,0.028,0,0,0.466,3.007,6.454,0.723,0.3146067,0,1.568823,1568.823,5.010899999999992,2.4671299107676194,-2.1777639512803675,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725466,1000003886205580300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.041,-0.035,0.999,0,0,0,52.375,VALID,0.08,0.034,0.996,-0.028,0,0,0.439,3.021,6.887,0.691,VALID,0.041,-0.035,0.999,0.028,0,0,0.468,3.023,6.454,0.723,0.3391364,0.07628126,1.5738348,1573.8348,5.011799999999994,2.3501595202106556,-2.0057619349098257,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725467,1000003886210591200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.04,-0.033,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.439,3.022,6.887,0.69,VALID,0.04,-0.033,0.999,0.028,0,0,0.469,3.029,6.454,0.722,0.3594651,0.0574507,1.5788457,1578.8457,5.010899999999992,2.2929004995436886,-1.8911040652841664,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725468,1000003886215602100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.039,-0.033,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.439,3.022,6.887,0.69,VALID,0.039,-0.033,0.999,0.028,0,0,0.47,3.032,6.454,0.72,0.3603427,0,1.5838566,1583.8566,5.010899999999992,2.2356368961463007,-1.8911040652841664,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725469,1000003886220613900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.032,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.439,3.021,6.887,0.689,VALID,0.038,-0.032,0.999,0.028,0,0,0.47,3.033,6.454,0.718,0.3760963,0,1.5888684,1588.8684,5.011799999999994,2.178368823880417,-1.833778000046647,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725470,1000003886225623500,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.031,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.438,3.019,6.887,0.686,VALID,0.038,-0.031,0.999,0.028,0,0,0.47,3.03,6.454,0.713,0.3846069,0,1.593878,1593.878,5.009599999999864,2.178368823880417,-1.7764537710952644,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725471,1000003886230634400,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.03,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.437,3.012,6.887,0.683,VALID,0.038,-0.03,0.999,0.028,0,0,0.469,3.026,6.454,0.706,0.3908963,0,1.5988889,1598.8889,5.010899999999992,2.178368823880417,-1.719131320877811,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725472,1000003886235645300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.03,0.999,0,0,0,52.375,VALID,0.08,0.035,0.996,-0.028,0,0,0.435,2.993,6.887,0.678,VALID,0.038,-0.03,0.999,0.028,0,0,0.469,3.026,6.454,0.697,0.3975119,0,1.6038998,1603.8998,5.010899999999992,2.178368823880417,-1.719131320877811,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725473,1000003886240751400,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.038,-0.031,0.999,0,0,0,52.375,VALID,0.081,0.034,0.996,-0.028,0,0,0.431,2.971,6.887,0.672,VALID,0.038,-0.031,0.999,0.028,0,0,0.469,3.026,6.454,0.683,0.3913692,0,1.6090059,1609.0059,5.106100000000197,2.178368823880417,-1.7764537710952644,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725474,1000003886245760900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.037,-0.033,0.999,0,0,0,52.375,VALID,0.081,0.033,0.996,-0.028,0,0,0.422,2.905,6.887,0.664,VALID,0.037,-0.033,0.999,0.028,0,0,0.469,3.025,6.454,0.664,0.3860805,0,1.6140154,1614.0154,5.009499999999889,2.1210963966614536,-1.8911040652841664,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725475,1000003886250652800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.037,-0.037,0.999,0,0,0,52.375,VALID,0.08,0.032,0.996,-0.028,0,0,0.419,2.888,6.887,0.649,VALID,0.037,-0.037,0.999,0.028,0,0,0.469,3.025,6.454,0.634,0.3571044,0,1.6189073,1618.9073,4.891900000000078,2.1210963966614536,-2.120427840730745,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725476,1000003886255662300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.037,-0.041,0.998,0,0,0,52.375,VALID,0.074,0.02,0.997,-0.028,0,0,0.419,2.885,6.887,0.628,VALID,0.037,-0.041,0.998,0.028,0,0,0.463,2.988,6.454,0.601,0.400206,0,1.6239168,1623.9168,5.009499999999889,2.123219799525733,-2.349785605460419,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725477,1000003886260683100,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.035,-0.051,0.998,0,0,0,52.375,VALID,0.071,0.021,0.997,-0.028,0,0,0.418,2.876,6.887,0.605,VALID,0.035,-0.051,0.998,0.028,0,0,0.442,2.85,6.454,0.564,0.3099073,0,1.6289376,1628.9376,5.020800000000008,2.0085478473720904,-2.923352963844877,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725478,1000003886265700900,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.036,-0.061,0.997,0,0,0,52.375,VALID,0.061,0.022,0.998,-0.028,0,0,0.409,2.818,6.887,0.592,VALID,0.036,-0.061,0.997,0.028,0,0,0.436,2.815,6.454,0.526,,0,1.6339554,1633.9554,5.017800000000079,2.067956197176749,-3.4972136966306246,false,,true,true,true,false,false,false,false,false,false,true,true,false,false,false
725479,1000003886270746400,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.034,-0.054,0.998,0,0,0,52.375,VALID,0.053,0.022,0.998,-0.028,0,0,0.395,2.721,6.887,0.568,VALID,0.033,-0.06,0.998,0.028,0,0,0.375,2.418,6.454,0.489,,0,1.6390009,1639.0009,5.045499999999947,1.9512057766588216,-3.095477740691912,false,,true,true,true,false,true,false,false,false,false,true,true,false,false,false
725480,1000003886275756300,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.7591533550262324,,,INVALID,,,,,,,,,,,,,1.6440108,1644.0108,5.009900000000016,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725481,1000003886280724800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.7969914245381653,,,INVALID,,,,,,,,,,,,,1.6489793,1648.9793,4.968499999999949,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725482,1000003886285747800,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.8352445438213385,,,INVALID,,,,,,,,,,,,,1.6540023,1654.0023,5.023000000000138,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725483,1000003886290758200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.873401706643636,,,INVALID,,,,,,,,,,,,,1.6590127,1659.0127,5.0103999999998905,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
725484,1000003886295803200,63875744677245,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.9118223689537306,,,INVALID,,,,,,,,,,,,,1.6640577,1664.0577,5.045000000000073,,,true,1,false,false,false,false,false,false,false,false,false,false,false,true,false,true
