frame,capture_time,log_time,hmd_position_x,hmd_position_y,hmd_position_z,hmd_rotation_x,hmd_rotation_y,hmd_rotation_z,hmd_rotation_w,gaze_status,combined_gaze_forward_x,combined_gaze_forward_y,combined_gaze_forward_z,combined_gaze_position_x,combined_gaze_position_y,combined_gaze_position_z,inter_pupillary_distance_mm,left_eye_status,left_eye_forward_x,left_eye_forward_y,left_eye_forward_z,left_eye_position_x,left_eye_position_y,left_eye_position_z,left_pupil_iris_ratio,left_pupil_diameter_mm,left_iris_diameter_mm,left_eye_openness,right_eye_status,right_eye_forward_x,right_eye_forward_y,right_eye_forward_z,right_eye_position_x,right_eye_position_y,right_eye_position_z,right_pupil_iris_ratio,right_pupil_diameter_mm,right_iris_diameter_mm,right_eye_openness,focus_distance,focus_stability,time_s,time_ms,sample_dt_ms,gaze_azimuth_deg,gaze_elevation_deg,in_invalid_run,invalid_run_id,gaze_valid,left_eye_valid,right_eye_valid,blink_left,blink_right,pupil_left_out_of_bounds,pupil_right_out_of_bounds,pupil_asymmetry_exceeded,focus_distance_sentinel,focus_out_of_bounds,focus_unstable,interpolated_left_pupil,interpolated_right_pupil,excluded
725199,1000003884867302300,63875744676001,0,0,0,0,0,0,1,VALID,-0.009,0.104,0.995,0,0,0,52.375,VALID,0.063,0.13,0.989,-0.028,0,0,0.402,2.77,6.887,0.792,VALID,-0.009,0.104,0.995,0.028,0,0,0.411,2.651,6.454,0.901,0.684825,0,0.2355568,235.5568,5.017600000000016,-0.5182391488981603,5.969555350215054,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725200,1000003884872325800,63875744676001,0,0,0,0,0,0,1,VALID,-0.008,0.101,0.995,0,0,0,52.375,VALID,0.065,0.134,0.989,-0.028,0,0,0.402,2.77,6.887,0.789,VALID,-0.008,0.101,0.995,0.028,0,0,0.411,2.651,6.454,0.909,0.6350995,0,0.2405803,240.5803,5.023499999999984,-0.4606596577738017,5.796757820626846,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725201,1000003884877367000,63875744676001,0,0,0,0,0,0,1,VALID,-0.006,0.099,0.995,0,0,0,52.375,VALID,0.067,0.136,0.988,-0.028,0,0,0.402,2.769,6.887,0.786,VALID,-0.006,0.099,0.995,0.028,0,0,0.411,2.651,6.454,0.915,0.6048359,0,0.2456215,245.6215,5.0412000000000035,-0.3454980003103955,5.681588950519801,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725202,1000003884882390500,63875744676001,0,0,0,0,0,0,1,VALID,-0.005,0.098,0.995,0,0,0,52.375,VALID,0.068,0.138,0.988,-0.028,0,0,0.402,2.768,6.887,0.784,VALID,-0.005,0.098,0.995,0.028,0,0,0.411,2.651,6.454,0.922,0.5853839,0,0.250645,250.645,5.023500000000013,-0.28791606655709323,5.624013180483932,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725203,1000003884887414900,63875744676002,0,0,0,0,0,0,1,VALID,-0.004,0.098,0.995,0,0,0,52.375,VALID,0.069,0.139,0.988,-0.028,0,0,0.402,2.767,6.887,0.784,VALID,-0.004,0.098,0.995,0.028,0,0,0.411,2.651,6.454,0.927,0.5715324,0,0.2556694,255.6694,5.024399999999986,-0.2303335511949248,5.624013180483932,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725204,1000003884892439300,63875744676002,0,0,0,0,0,0,1,VALID,-0.003,0.097,0.995,0,0,0,52.375,VALID,0.07,0.141,0.988,-0.028,0,0,0.402,2.766,6.887,0.783,VALID,-0.003,0.097,0.995,0.028,0,0,0.411,2.652,6.454,0.932,0.5618939,0,0.2606938,260.6938,5.024400000000014,-0.17275057053720405,5.566443107310412,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725205,1000003884897465600,63875744676002,0,0,0,0,0,0,1,VALID,-0.001,0.097,0.995,0,0,0,52.375,VALID,0.071,0.142,0.987,-0.028,0,0,0.401,2.765,6.887,0.78,VALID,-0.001,0.097,0.995,0.028,0,0,0.411,2.652,6.454,0.936,0.5570679,0,0.2657201,265.7201,5.026299999999992,-0.057583678615148653,5.566443107310412,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725206,1000003884902489100,63875744676002,0,0,0,0,0,0,1,VALID,0,0.098,0.995,0,0,0,52.375,VALID,0.072,0.142,0.987,-0.028,0,0,0.401,2.764,6.887,0.78,VALID,0,0.098,0.995,0.028,0,0,0.411,2.652,6.454,0.94,0.5585487,0,0.2707436,270.7436,5.023500000000013,0,5.624013180483932,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725207,1000003884907384600,63875744676002,0,0,0,0,0,0,1,VALID,0.001,0.098,0.995,0,0,0,52.375,VALID,0.072,0.143,0.987,-0.028,0,0,0.401,2.763,6.887,0.781,VALID,0.001,0.098,0.995,0.028,0,0,0.411,2.652,6.454,0.943,0.558642,0,0.2756391,275.6391,4.89549999999997,0.057583678615148653,5.624013180483932,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725208,1000003884912408100,63875744676002,0,0,0,0,0,0,1,VALID,-0.001,0.104,0.995,0,0,0,52.375,VALID,0.072,0.143,0.987,-0.028,0,0,0.401,2.762,6.887,0.78,VALID,-0.001,0.104,0.995,0.028,0,0,0.411,2.652,6.454,0.946,0.5838962,0,0.2806626,280.6626,5.023500000000013,-0.057583678615148653,5.969555350215054,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725209,1000003884917434400,63875744676002,0,0,0,0,0,0,1,VALID,-0.002,0.108,0.994,0,0,0,52.375,VALID,0.073,0.144,0.987,-0.028,0,0,0.401,2.76,6.887,0.778,VALID,-0.002,0.108,0.994,0.028,0,0,0.411,2.652,6.454,0.948,0.6009879,0,0.2856889,285.6889,5.026299999999992,-0.11528310300573016,6.200037132516382,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725210,1000003884922457900,63875744676002,0,0,0,0,0,0,1,VALID,-0.002,0.106,0.994,0,0,0,52.375,VALID,0.073,0.144,0.987,-0.028,0,0,0.401,2.759,6.887,0.778,VALID,-0.002,0.106,0.994,0.028,0,0,0.411,2.652,6.454,0.95,0.5892494,0,0.2907124,290.7124,5.023500000000013,-0.11528310300573016,6.084783886988222,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725211,1000003884927484200,63875744676002,0,0,0,0,0,0,1,VALID,-0.003,0.109,0.994,0,0,0,52.375,VALID,0.073,0.144,0.987,-0.028,0,0,0.4,2.758,6.887,0.778,VALID,-0.003,0.109,0.994,0.028,0,0,0.411,2.651,6.454,0.952,0.6031176,0,0.2957387,295.7387,5.026299999999992,-0.17292436281287646,6.2576731718265854,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725212,1000003884932518800,63875744676002,0,0,0,0,0,0,1,VALID,-0.003,0.112,0.994,0,0,0,52.375,VALID,0.073,0.145,0.987,-0.028,0,0,0.4,2.757,6.887,0.777,VALID,-0.003,0.112,0.994,0.028,0,0,0.411,2.65,6.454,0.954,0.6139561,0,0.3007733,300.7733,5.034600000000012,-0.17292436281287646,6.430619681004724,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725213,1000003884937545100,63875744676002,0,0,0,0,0,0,1,VALID,-0.004,0.114,0.993,0,0,0,52.375,VALID,0.073,0.145,0.987,-0.028,0,0,0.4,2.757,6.887,0.776,VALID,-0.004,0.114,0.993,0.028,0,0,0.411,2.649,6.454,0.955,0.6200414,0,0.3057996,305.7996,5.026299999999992,-0.2307974606855226,6.545949951906636,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725214,1000003884942571400,63875744676002,0,0,0,0,0,0,1,VALID,-0.005,0.116,0.993,0,0,0,52.375,VALID,0.073,0.145,0.987,-0.028,0,0,0.4,2.755,6.887,0.775,VALID,-0.005,0.116,0.993,0.028,0,0,0.41,2.649,6.454,0.957,0.6220773,0,0.3108259,310.8259,5.026299999999992,-0.2884959481382839,6.66130686748525,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725215,1000003884947597700,63875744676002,0,0,0,0,0,0,1,VALID,-0.006,0.117,0.993,0,0,0,52.375,VALID,0.074,0.145,0.987,-0.028,0,0,0.4,2.754,6.887,0.775,VALID,-0.006,0.117,0.993,0.028,0,0,0.41,2.647,6.454,0.958,0.621509,0,0.3158522,315.8522,5.026299999999992,-0.3461938504609649,6.718995468993778,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725216,1000003884952632300,63875744676002,0,0,0,0,0,0,1,VALID,-0.007,0.118,0.993,0,0,0,52.375,VALID,0.074,0.145,0.987,-0.028,0,0,0.4,2.754,6.887,0.776,VALID,-0.007,0.118,0.993,0.028,0,0,0.41,2.646,6.454,0.959,0.6193966,0,0.3208868,320.8868,5.034600000000012,-0.40389105064321484,6.776690914155872,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725217,1000003884957614700,63875744676002,0,0,0,0,0,0,1,VALID,-0.008,0.119,0.993,0,0,0,52.375,VALID,0.074,0.146,0.987,-0.028,0,0,0.4,2.753,6.887,0.776,VALID,-0.008,0.119,0.993,0.028,0,0,0.41,2.645,6.454,0.96,0.6157492,0,0.3258692,325.8692,4.982399999999984,-0.4615874316832269,6.834393263931813,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725218,1000003884962530000,63875744676002,0,0,0,0,0,0,1,VALID,-0.009,0.12,0.993,0,0,0,52.375,VALID,0.074,0.146,0.987,-0.028,0,0,0.4,2.752,6.887,0.775,VALID,-0.009,0.12,0.993,0.028,0,0,0.41,2.644,6.454,0.961,0.6114174,0,0.3307845,330.7845,4.915300000000002,-0.5192828765891615,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725219,1000003884967556300,63875744676002,0,0,0,0,0,0,1,VALID,-0.01,0.12,0.993,0,0,0,52.375,VALID,0.074,0.146,0.987,-0.028,0,0,0.399,2.751,6.887,0.775,VALID,-0.01,0.12,0.993,0.028,0,0,0.409,2.643,6.454,0.962,0.6068625,0,0.3358108,335.8108,5.026299999999992,-0.5769772683805694,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725220,1000003884972589900,63875744676002,0,0,0,0,0,0,1,VALID,-0.011,0.121,0.993,0,0,0,52.375,VALID,0.074,0.146,0.987,-0.028,0,0,0.399,2.75,6.887,0.774,VALID,-0.011,0.121,0.993,0.028,0,0,0.409,2.642,6.454,0.963,0.6024135,0,0.3408444,340.8444,5.033600000000035,-0.6346704900898141,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725221,1000003884977747900,63875744676002,0,0,0,0,0,0,1,VALID,-0.012,0.121,0.993,0,0,0,52.375,VALID,0.074,0.146,0.987,-0.028,0,0,0.399,2.75,6.887,0.775,VALID,-0.012,0.121,0.993,0.028,0,0,0.409,2.641,6.454,0.963,0.5981432,0,0.3460024,346.0024,5.1580000000000155,-0.692362424763495,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725222,1000003884982730300,63875744676002,0,0,0,0,0,0,1,VALID,-0.013,0.122,0.992,0,0,0,52.375,VALID,0.074,0.146,0.986,-0.028,0,0,0.399,2.749,6.887,0.774,VALID,-0.013,0.122,0.992,0.028,0,0,0.409,2.64,6.454,0.964,0.5942256,0,0.3509848,350.9848,4.982399999999984,-0.7508089707229472,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725223,1000003884987589900,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.122,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.749,6.887,0.774,VALID,-0.014,0.122,0.992,0.028,0,0,0.409,2.64,6.454,0.965,0.5904288,0,0.3558444,355.8444,4.8596,-0.808556113237618,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725224,1000003884992623500,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.122,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.749,6.887,0.774,VALID,-0.014,0.122,0.992,0.028,0,0,0.409,2.64,6.454,0.965,0.5871825,0,0.360878,360.878,5.0335999999999785,-0.808556113237618,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725225,1000003884997657100,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.122,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.748,6.887,0.774,VALID,-0.015,0.122,0.992,0.028,0,0,0.409,2.64,6.454,0.966,0.5842775,0,0.3659116,365.9116,5.033600000000035,-0.8663016129994625,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725226,1000003885002674200,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.123,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.748,6.887,0.774,VALID,-0.015,0.123,0.992,0.028,0,0,0.409,2.639,6.454,0.966,0.5816353,0,0.3709287,370.9287,5.017099999999971,-0.8663016129994625,7.065272930650028,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725227,1000003885007647400,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.12,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.747,6.887,0.773,VALID,-0.014,0.12,0.993,0.028,0,0,0.409,2.639,6.454,0.967,0.5835257,0,0.3759019,375.9019,4.97320000000002,-0.8077419652702664,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725228,1000003885012664500,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.747,6.887,0.772,VALID,-0.014,0.121,0.993,0.028,0,0,0.409,2.639,6.454,0.967,0.5820304,0,0.380919,380.919,5.017099999999971,-0.8077419652702664,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725229,1000003885017689300,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.746,6.887,0.772,VALID,-0.014,0.121,0.993,0.028,0,0,0.409,2.639,6.454,0.968,0.5810243,0,0.3859438,385.9438,5.0248000000000275,-0.8077419652702664,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725230,1000003885022706400,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.746,6.887,0.772,VALID,-0.015,0.121,0.993,0.028,0,0,0.409,2.64,6.454,0.968,0.5798037,0.0978217,0.3909609,390.9609,5.017099999999971,-0.8654293372805256,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725231,1000003885027686500,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.122,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.771,VALID,-0.015,0.122,0.992,0.028,0,0,0.409,2.64,6.454,0.969,0.5789346,0.09597003,0.395941,395.941,4.980099999999993,-0.8663016129994625,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725232,1000003885032703600,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.12,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.771,VALID,-0.014,0.12,0.993,0.028,0,0,0.409,2.64,6.454,0.969,0.5813488,0,0.4009581,400.9581,5.017100000000028,-0.8077419652702664,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725233,1000003885037725000,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.771,VALID,-0.014,0.121,0.993,0.028,0,0,0.409,2.64,6.454,0.97,0.5807776,0,0.4059795,405.9795,5.021399999999971,-0.8077419652702664,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725234,1000003885042771100,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.771,VALID,-0.015,0.121,0.993,0.028,0,0,0.409,2.64,6.454,0.97,0.5802897,0,0.4110256,411.0256,5.046100000000024,-0.8654293372805256,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725235,1000003885047792500,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.121,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.772,VALID,-0.015,0.121,0.992,0.028,0,0,0.409,2.64,6.454,0.971,0.5798579,0,0.416047,416.047,5.021400000000028,-0.8663016129994625,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725236,1000003885052813900,63875744676002,0,0,0,0,0,0,1,VALID,-0.015,0.122,0.992,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.772,VALID,-0.015,0.122,0.992,0.028,0,0,0.409,2.641,6.454,0.971,0.5794402,0,0.4210684,421.0684,5.021399999999971,-0.8663016129994625,7.007542351516696,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725237,1000003885057831000,63875744676002,0,0,0,0,0,0,1,VALID,-0.014,0.121,0.993,0,0,0,52.375,VALID,0.074,0.147,0.986,-0.028,0,0,0.399,2.745,6.887,0.772,VALID,-0.014,0.121,0.993,0.028,0,0,0.409,2.641,6.454,0.972,0.5808669,0,0.4260855,426.0855,5.017100000000028,-0.8077419652702664,6.949818921489467,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725238,1000003885062780200,63875744676002,0,0,0,0,0,0,1,VALID,-0.013,0.12,0.993,0,0,0,52.375,VALID,0.073,0.148,0.986,-0.028,0,0,0.399,2.745,6.887,0.772,VALID,-0.013,0.12,0.993,0.028,0,0,0.409,2.642,6.454,0.972,0.5832917,0,0.4310347,431.0347,4.949199999999962,-0.7500529554638674,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725239,1000003885067773100,63875744676002,0,0,0,0,0,0,1,VALID,-0.013,0.12,0.993,0,0,0,52.375,VALID,0.073,0.148,0.986,-0.028,0,0,0.399,2.746,6.887,0.772,VALID,-0.013,0.12,0.993,0.028,0,0,0.409,2.643,6.454,0.972,0.5833713,0,0.4360276,436.0276,4.99290000000002,-0.7500529554638674,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725240,1000003885072781900,63875744676002,0,0,0,0,0,0,1,VALID,-0.012,0.12,0.993,0,0,0,52.375,VALID,0.073,0.148,0.986,-0.028,0,0,0.399,2.746,6.887,0.772,VALID,-0.012,0.12,0.993,0.028,0,0,0.41,2.644,6.454,0.973,0.5878034,0,0.4410364,441.0364,5.008800000000008,-0.692362424763495,6.89210257934638,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725400,1000003885874781700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.073,0.001,0.997,0,0,0,52.375,VALID,0.121,0.056,0.991,-0.028,0,0,0.431,2.967,6.887,0.804,VALID,0.073,0.001,0.997,0.028,0,0,0.447,2.886,6.454,0.655,0.4991519,0,1.2430362,1243.0362,801.9998,4.187704512283485,0.0572957890623832,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725401,1000003885879797500,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.071,0.004,0.997,0,0,0,52.375,VALID,0.121,0.058,0.991,-0.028,0,0,0.424,2.918,6.887,0.777,VALID,0.071,0.004,0.997,0.028,0,0,0.446,2.878,6.454,0.611,0.5159424,0,1.248052,1248.052,5.015799999999899,4.073364492861099,0.22918372921171115,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725402,1000003885884775400,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.073,-0.008,0.997,0,0,0,52.375,VALID,0.121,0.06,0.991,-0.028,0,0,0.415,2.858,6.887,0.755,VALID,0.073,-0.008,0.997,0.028,0,0,0.443,2.861,6.454,0.583,0.3886702,0,1.2530299,1253.0299,4.977900000000091,4.187704512283485,-0.4583711254853259,false,,true,true,true,false,false,false,false,false,false,false,true,false,false,false
725403,1000003885889800900,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.8489913059066057,,,INVALID,,,,,,,,2.865652390327758,,,,,1.2580554,1258.0554,5.025499999999965,,,false,,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725404,1000003885894816700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,VALID,0.079,0.011,0.997,0,0,0,52.375,VALID,0.119,0.064,0.991,-0.028,0,0,0.412,2.84,6.887,0.693,INVALID,,,,,,,,2.870295800815464,,0.548,2,0,1.2630712,1263.0712,5.015800000000127,4.530520566102757,0.6302662854497764,false,,true,true,false,false,false,false,false,false,false,false,true,false,true,false
725405,1000003885899895000,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.819844571678156,,,INVALID,,,,,,,,2.874997071097317,,,,,1.2681495,1268.1495,5.078299999999899,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725406,1000003885904910800,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.799937201617958,,,INVALID,,,,,,,,2.879640481585023,,,,,1.2731653,1273.1653,5.015799999999899,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725407,1000003885909899800,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.780136198940353,,,INVALID,,,,,,,,2.884259081792999,,,,,1.2781543,1278.1543,4.989000000000033,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725408,1000003885914890900,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.7603268615051557,,,INVALID,,,,,,,,2.8888796260900587,,,,,1.2831454,1283.1454,4.991100000000188,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725409,1000003885919903400,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.7404325889211725,,,INVALID,,,,,,,,2.893519981580634,,,,,1.2881579,1288.1579,5.012499999999818,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725410,1000003885924882700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.720670084885775,,,INVALID,,,,,,,,2.898129601948558,,,,,1.2931372,1293.1372,4.9792999999999665,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725411,1000003885929891700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.7007897035644435,,,INVALID,,,,,,,,2.9027667172906613,,,,,1.2981462,1298.1462,5.0090000000000146,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725412,1000003885934902200,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.6809033688448323,,,INVALID,,,,,,,,2.907405221267824,,,,,1.3031567,1303.1567,5.010500000000093,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725413,1000003885939907500,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.66103767257259,,,INVALID,,,,,,,,2.9120389113101135,,,,,1.308162,1308.162,5.005300000000034,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725414,1000003885944919000,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.6411473689207923,,,INVALID,,,,,,,,2.9166783410439825,,,,,1.3131735,1313.1735,5.011500000000069,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725415,1000003885949928600,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.6212646062401492,,,INVALID,,,,,,,,2.921316011840109,,,,,1.3181831,1318.1831,5.009599999999864,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725416,1000003885954982300,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.601206813650089,,,INVALID,,,,,,,,2.925994508506986,,,,,1.3232368,1323.2368,5.053699999999935,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725417,1000003885959987600,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.5813411173778467,,,INVALID,,,,,,,,2.9306281985492753,,,,,1.3282421,1328.2421,5.005300000000034,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725418,1000003885964997200,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.561458354697203,,,INVALID,,,,,,,,2.935265869345402,,,,,1.3332517,1333.2517,5.009600000000091,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725419,1000003885970002500,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.541592658424961,,,INVALID,,,,,,,,2.9398995593876918,,,,,1.338257,1338.257,5.005300000000034,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725420,1000003885975019900,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.521678938073264,,,INVALID,,,,,,,,2.944544451086128,,,,,1.3432744,1343.2744,5.017399999999952,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725421,1000003885980025200,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.5018132418010217,,,INVALID,,,,,,,,2.9491781411284177,,,,,1.3482797,1348.2797,5.005300000000034,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725422,1000003885985034800,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.481930479120379,,,INVALID,,,,,,,,2.9538158119245446,,,,,1.3532893,1353.2893,5.009599999999864,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725423,1000003885990155700,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.4616059742873966,,,INVALID,,,,,,,,2.9585565194420878,,,,,1.3584102,1358.4102,5.12090000000012,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
725424,1000003885995129400,63875744677244,-0.017,1.173,0.042,0.026,-0.013,0.029,0.999,INVALID,,,,,,,,INVALID,,,,,,,,2.4418656962722425,,,INVALID,,,,,,,,2.963160955572457,,,,,1.3633839,1363.3839,4.973700000000008,,,true,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true
