frame,time_s,gaze_status,combined_gaze_forward_x,combined_gaze_forward_y,combined_gaze_forward_z,gaze_valid,in_invalid_run,sample_dt_ms,gaze_azimuth_deg,gaze_elevation_deg
725206,0.2707436,VALID,0,0.098,0.995,true,false,5.023500000000013,0,5.624013180483932
725207,0.2756391,VALID,0.001,0.098,0.995,true,false,4.89549999999997,0.057583678615148653,5.624013180483932
725208,0.2806626,VALID,-0.001,0.104,0.995,true,false,5.023500000000013,-0.057583678615148653,5.969555350215054
725209,0.2856889,VALID,-0.002,0.108,0.994,true,false,5.026299999999992,-0.11528310300573016,6.200037132516382
725210,0.2907124,VALID,-0.002,0.106,0.994,true,false,5.023500000000013,-0.11528310300573016,6.084783886988222
725211,0.2957387,VALID,-0.003,0.109,0.994,true,false,5.026299999999992,-0.17292436281287646,6.2576731718265854
725212,0.3007733,VALID,-0.003,0.112,0.994,true,false,5.034600000000012,-0.17292436281287646,6.430619681004724
725213,0.3057996,VALID,-0.004,0.114,0.993,true,false,5.026299999999992,-0.2307974606855226,6.545949951906636
725214,0.3108259,VALID,-0.005,0.116,0.993,true,false,5.026299999999992,-0.2884959481382839,6.66130686748525
725215,0.3158522,VALID,-0.006,0.117,0.993,true,false,5.026299999999992,-0.3461938504609649,6.718995468993778
725216,0.3208868,VALID,-0.007,0.118,0.993,true,false,5.034600000000012,-0.40389105064321484,6.776690914155872
725217,0.3258692,VALID,-0.008,0.119,0.993,true,false,4.982399999999984,-0.4615874316832269,6.834393263931813
725218,0.3307845,VALID,-0.009,0.12,0.993,true,false,4.915300000000002,-0.5192828765891615,6.89210257934638
725219,0.3358108,VALID,-0.01,0.12,0.993,true,false,5.026299999999992,-0.5769772683805694,6.89210257934638
725220,0.3408444,VALID,-0.011,0.121,0.993,true,false,5.033600000000035,-0.6346704900898141,6.949818921489467
725221,0.3460024,VALID,-0.012,0.121,0.993,true,false,5.1580000000000155,-0.692362424763495,6.949818921489467
725222,0.3509848,VALID,-0.013,0.122,0.992,true,false,4.982399999999984,-0.7508089707229472,7.007542351516696
725223,0.3558444,VALID,-0.014,0.122,0.992,true,false,4.8596,-0.808556113237618,7.007542351516696
725224,0.360878,VALID,-0.014,0.122,0.992,true,false,5.0335999999999785,-0.808556113237618,7.007542351516696
725225,0.3659116,VALID,-0.015,0.122,0.992,true,false,5.033600000000035,-0.8663016129994625,7.007542351516696
725226,0.3709287,VALID,-0.015,0.123,0.992,true,false,5.017099999999971,-0.8663016129994625,7.065272930650028
725227,0.3759019,VALID,-0.014,0.12,0.993,true,false,4.97320000000002,-0.8077419652702664,6.89210257934638
725228,0.380919,VALID,-0.014,0.121,0.993,true,false,5.017099999999971,-0.8077419652702664,6.949818921489467
725229,0.3859438,VALID,-0.014,0.121,0.993,true,false,5.0248000000000275,-0.8077419652702664,6.949818921489467
725230,0.3909609,VALID,-0.015,0.121,0.993,true,false,5.017099999999971,-0.8654293372805256,6.949818921489467
725231,0.395941,VALID,-0.015,0.122,0.992,true,false,4.980099999999993,-0.8663016129994625,7.007542351516696
725232,0.4009581,VALID,-0.014,0.12,0.993,true,false,5.017100000000028,-0.8077419652702664,6.89210257934638
725233,0.4059795,VALID,-0.014,0.121,0.993,true,false,5.021399999999971,-0.8077419652702664,6.949818921489467
725234,0.4110256,VALID,-0.015,0.121,0.993,true,false,5.046100000000024,-0.8654293372805256,6.949818921489467
725235,0.416047,VALID,-0.015,0.121,0.992,true,false,5.021400000000028,-0.8663016129994625,6.949818921489467
725236,0.4210684,VALID,-0.015,0.122,0.992,true,false,5.021399999999971,-0.8663016129994625,7.007542351516696
725237,0.4260855,VALID,-0.014,0.121,0.993,true,false,5.017100000000028,-0.8077419652702664,6.949818921489467
725238,0.4310347,VALID,-0.013,0.12,0.993,true,false,4.949199999999962,-0.7500529554638674,6.89210257934638
725239,0.4360276,VALID,-0.013,0.12,0.993,true,false,4.99290000000002,-0.7500529554638674,6.89210257934638
725240,0.4410364,VALID,-0.012,0.12,0.993,true,false,5.008800000000008,-0.692362424763495,6.89210257934638
725400,1.2430362,VALID,0.073,0.001,0.997,true,false,801.9998,4.187704512283485,0.0572957890623832
725401,1.248052,VALID,0.071,0.004,0.997,true,false,5.015799999999899,4.073364492861099,0.22918372921171115
725402,1.2530299,VALID,0.073,-0.008,0.997,true,false,4.977900000000091,4.187704512283485,-0.4583711254853259
725403,1.2580554,INVALID,,,,false,false,5.025499999999965,,
725404,1.2630712,VALID,0.079,0.011,0.997,true,false,5.015800000000127,4.530520566102757,0.6302662854497764
725405,1.2681495,INVALID,,,,false,true,5.078299999999899,,
725406,1.2731653,INVALID,,,,false,true,5.015799999999899,,
725407,1.2781543,INVALID,,,,false,true,4.989000000000033,,
725408,1.2831454,INVALID,,,,false,true,4.991100000000188,,
725409,1.2881579,INVALID,,,,false,true,5.012499999999818,,
725410,1.2931372,INVALID,,,,false,true,4.9792999999999665,,
725411,1.2981462,INVALID,,,,false,true,5.0090000000000146,,
725412,1.3031567,INVALID,,,,false,true,5.010500000000093,,
725413,1.308162,INVALID,,,,false,true,5.005300000000034,,
725414,1.3131735,INVALID,,,,false,true,5.011500000000069,,
725415,1.3181831,INVALID,,,,false,true,5.009599999999864,,
725416,1.3232368,INVALID,,,,false,true,5.053699999999935,,
725417,1.3282421,INVALID,,,,false,true,5.005300000000034,,
725418,1.3332517,INVALID,,,,false,true,5.009600000000091,,
725419,1.338257,INVALID,,,,false,true,5.005300000000034,,
725420,1.3432744,INVALID,,,,false,true,5.017399999999952,,
725421,1.3482797,INVALID,,,,false,true,5.005300000000034,,
725422,1.3532893,INVALID,,,,false,true,5.009599999999864,,
725423,1.3584102,INVALID,,,,false,true,5.12090000000012,,
725424,1.3633839,INVALID,,,,false,true,4.973700000000008,,
725425,1.3683892,VALID,0.099,-0.052,0.994,true,false,5.005300000000034,5.687763861085257,-2.980724878615555
725426,1.3733782,INVALID,,,,false,false,4.989000000000033,,
725427,1.3783328,VALID,0.084,-0.044,0.996,true,false,4.9545999999998,4.820766078092657,-2.5218284553489743
725428,1.3833378,VALID,0.081,-0.037,0.996,true,false,5.005000000000109,4.649364545800058,-2.120427840730745
725429,1.3883434,VALID,0.075,-0.055,0.996,true,false,5.0055999999999585,4.306314175782637,-3.152858804046428
725430,1.3933484,VALID,0.056,-0.086,0.995,true,false,5.005000000000109,3.2212887085136006,-4.933531230071105
725431,1.3983796,VALID,-0.366,0.436,0.822,true,false,5.031199999999899,-24.001280965612988,25.848942513985865
725432,1.4033849,VALID,-0.241,0.367,0.898,true,false,5.005300000000034,-15.022715627178137,21.530718060280456
725433,1.4083902,VALID,-0.202,0.25,0.947,true,false,5.005300000000034,-12.041031967709602,14.477512185929925
725434,1.4133955,VALID,-0.187,0.107,0.976,true,false,5.005300000000034,-10.846329613651557,6.142407391019769
725435,1.4184263,VALID,-0.13,0.015,0.991,true,false,5.030799999999999,-7.473422726688907,0.8594689248358217
725436,1.4234437,VALID,-0.071,-0.036,0.997,true,false,5.017399999999952,-4.073364492861099,-2.063093854487329
725437,1.4284487,VALID,-0.059,0.003,0.998,true,false,5.004999999999882,-3.383287617281726,0.17188759637129902
725438,1.433501,VALID,-0.05,0.026,0.998,true,false,5.052300000000059,-2.868131940686689,1.4898581568539333
725439,1.438481,VALID,-0.045,0.042,0.998,true,false,4.980000000000018,-2.581728321498805,2.4071307900294796
725440,1.4434934,VALID,-0.041,0.053,0.998,true,false,5.012400000000071,-2.352511745049485,3.0380997848943694
725441,1.4484968,VALID,-0.04,0.06,0.997,true,false,5.003399999999829,-2.2974951753327764,3.439812767515196
725442,1.453525,VALID,-0.025,0.045,0.999,true,false,5.028200000000197,-1.433529116001614,2.579181051648375
725443,1.4585284,VALID,-0.009,0.03,1,true,false,5.003399999999829,-0.5156480934199318,1.719131320877811
725444,1.4635307,VALID,0.002,0.019,1,true,false,5.002300000000105,0.11459140623778596,1.0886853200163829
725445,1.4685341,VALID,0.012,0.011,1,true,false,5.003400000000056,0.6875163546390998,0.6302662854497764
725446,1.4735764,VALID,0.019,0.003,1,true,false,5.042299999999841,1.088488841864694,0.17188759637129902
725447,1.4785798,VALID,0.025,-0.005,1,true,false,5.003400000000056,1.4320961841646465,-0.2864800912409137
725448,1.4835877,VALID,0.03,-0.01,1,true,false,5.007900000000063,1.7183580016554572,-0.5729673448571527
725449,1.4886354,VALID,0.033,-0.014,0.999,true,false,5.04769999999985,1.8919654183594745,-0.8021671187643813
725450,1.4936433,VALID,0.036,-0.017,0.999,true,false,5.007900000000063,2.063819728456962,-0.97407517351896
725451,1.4986517,VALID,0.038,-0.022,0.999,true,false,5.008399999999938,2.178368823880417,-1.2606088523503383
725452,1.5036596,VALID,0.04,-0.024,0.999,true,false,5.007900000000063,2.2929004995436886,-1.3752307520185663
725453,1.5086714,VALID,0.041,-0.029,0.999,true,false,5.011799999999994,2.3501595202106556,-1.6618105918581296
725454,1.5136793,VALID,0.042,-0.032,0.999,true,false,5.007900000000063,2.407413844340112,-1.833778000046647
725455,1.5186738,VALID,0.043,-0.033,0.999,true,false,4.994500000000016,2.4646633581811566,-1.8911040652841664
725456,1.5236858,VALID,0.043,-0.035,0.998,true,false,5.011999999999944,2.4671299107676194,-2.0057619349098257
725457,1.5286976,VALID,0.043,-0.037,0.998,true,false,5.011799999999994,2.4671299107676194,-2.120427840730745
725458,1.5337085,VALID,0.044,-0.038,0.998,true,false,5.010899999999992,2.5244316425008844,-2.1777639512803675
725459,1.5387203,VALID,0.044,-0.04,0.998,true,false,5.011799999999994,2.5244316425008844,-2.292442775955887
725460,1.5437321,VALID,0.045,-0.041,0.998,true,false,5.011799999999994,2.581728321498805,-2.349785605460419
725461,1.5487439,VALID,0.045,-0.042,0.998,true,false,5.011799999999994,2.581728321498805,-2.4071307900294796
725462,1.5537885,VALID,0.045,-0.042,0.998,true,false,5.044600000000173,2.581728321498805,-2.4071307900294796
725463,1.5588003,VALID,0.046,-0.044,0.998,true,false,5.011799999999994,2.6390198338480877,-2.5218284553489743
725464,1.5638121,VALID,0.046,-0.042,0.998,true,false,5.011799999999994,2.6390198338480877,-2.4071307900294796
725465,1.568823,VALID,0.043,-0.038,0.998,true,false,5.010899999999992,2.4671299107676194,-2.1777639512803675
725466,1.5738348,VALID,0.041,-0.035,0.999,true,false,5.011799999999994,2.3501595202106556,-2.0057619349098257
725467,1.5788457,VALID,0.04,-0.033,0.999,true,false,5.010899999999992,2.2929004995436886,-1.8911040652841664
725468,1.5838566,VALID,0.039,-0.033,0.999,true,false,5.010899999999992,2.2356368961463007,-1.8911040652841664
725469,1.5888684,VALID,0.038,-0.032,0.999,true,false,5.011799999999994,2.178368823880417,-1.833778000046647
725470,1.593878,VALID,0.038,-0.031,0.999,true,false,5.009599999999864,2.178368823880417,-1.7764537710952644
725471,1.5988889,VALID,0.038,-0.03,0.999,true,false,5.010899999999992,2.178368823880417,-1.719131320877811
725472,1.6038998,VALID,0.038,-0.03,0.999,true,false,5.010899999999992,2.178368823880417,-1.719131320877811
725473,1.6090059,VALID,0.038,-0.031,0.999,true,false,5.106100000000197,2.178368823880417,-1.7764537710952644
725474,1.6140154,VALID,0.037,-0.033,0.999,true,false,5.009499999999889,2.1210963966614536,-1.8911040652841664
725475,1.6189073,VALID,0.037,-0.037,0.999,true,false,4.891900000000078,2.1210963966614536,-2.120427840730745
725476,1.6239168,VALID,0.037,-0.041,0.998,true,false,5.009499999999889,2.123219799525733,-2.349785605460419
725477,1.6289376,VALID,0.035,-0.051,0.998,true,false,5.020800000000008,2.0085478473720904,-2.923352963844877
725478,1.6339554,VALID,0.036,-0.061,0.997,true,false,5.017800000000079,2.067956197176749,-3.4972136966306246
725479,1.6390009,VALID,0.034,-0.054,0.998,true,false,5.045499999999947,1.9512057766588216,-3.095477740691912
725480,1.6440108,INVALID,,,,false,true,5.009900000000016,,
725481,1.6489793,INVALID,,,,false,true,4.968499999999949,,
725482,1.6540023,INVALID,,,,false,true,5.023000000000138,,
725483,1.6590127,INVALID,,,,false,true,5.0103999999998905,,
725484,1.6640577,INVALID,,,,false,true,5.045000000000073,,
725485,1.6690672,INVALID,,,,false,true,5.009499999999889,,
725486,1.6740767,INVALID,,,,false,true,5.009500000000116,,
725487,1.6790862,INVALID,,,,false,true,5.009499999999889,,
725488,1.6841326,INVALID,,,,false,true,5.046399999999949,,
725489,1.6891596,INVALID,,,,false,true,5.027000000000044,,
725490,1.6941721,INVALID,,,,false,true,5.0125000000000455,,
725491,1.6991477,INVALID,,,,false,true,4.975599999999986,,
725492,1.7041602,INVALID,,,,false,true,5.0125000000000455,,
725493,1.7091887,INVALID,,,,false,true,5.0284999999998945,,
725494,1.7142012,INVALID,,,,false,true,5.0125000000000455,,
725495,1.719219,INVALID,,,,false,true,5.017800000000079,,
725496,1.7242208,VALID,-0.005,-0.077,0.997,true,false,5.001800000000003,-0.28733851142311534,-4.416146264289567
725497,1.7292386,VALID,-0.047,-0.098,0.994,true,false,5.017799999999852,-2.707140283059522,-5.624013180483932
725498,1.7342511,INVALID,,,,false,true,5.0125000000000455,,
725499,1.7392689,INVALID,,,,false,true,5.017800000000079,,
725500,1.7442814,INVALID,,,,false,true,5.0125000000000455,,
725501,1.7492992,INVALID,,,,false,true,5.017799999999852,,
725502,1.7543117,INVALID,,,,false,true,5.0125000000000455,,
725503,1.759285,INVALID,,,,false,true,4.973300000000108,,
725504,1.7642975,INVALID,,,,false,true,5.012499999999818,,
725505,1.76931,INVALID,,,,false,true,5.0125000000000455,,
725506,1.7743359,INVALID,,,,false,true,5.025900000000092,,
725507,1.7793425,INVALID,,,,false,true,5.006599999999935,,
725508,1.7843533,INVALID,,,,false,true,5.0108000000000175,,
725509,1.7893599,INVALID,,,,false,true,5.006599999999935,,
725510,1.7943707,INVALID,,,,false,true,5.0108000000000175,,
725511,1.7993815,INVALID,,,,false,true,5.0108000000000175,,
725512,1.8043881,INVALID,,,,false,true,5.006599999999935,,
725513,1.8093798,INVALID,,,,false,true,4.991700000000037,,
725514,1.8143806,INVALID,,,,false,true,5.000800000000027,,
725515,1.8194009,INVALID,,,,false,true,5.020300000000134,,
725516,1.8244292,INVALID,,,,false,true,5.028299999999945,,
725517,1.8294449,INVALID,,,,false,true,5.015699999999924,,
725518,1.8344515,INVALID,,,,false,true,5.006599999999935,,
725519,1.8394623,INVALID,,,,false,true,5.0108000000000175,,
725520,1.8444689,INVALID,,,,false,true,5.006600000000162,,
725521,1.8495017,INVALID,,,,false,true,5.032799999999952,,
725522,1.8545083,INVALID,,,,false,true,5.006599999999935,,
725523,1.8595191,INVALID,,,,false,true,5.0108000000000175,,
725524,1.8645331,INVALID,,,,false,true,5.014000000000124,,
725525,1.8695431,INVALID,,,,false,true,5.009999999999991,,
725526,1.8745531,INVALID,,,,false,true,5.009999999999991,,
725527,1.8795982,INVALID,,,,false,true,5.04509999999982,,
725528,1.884609,INVALID,,,,false,true,5.0108000000000175,,
725529,1.889619,INVALID,,,,false,true,5.009999999999991,,
725530,1.8946298,INVALID,,,,false,true,5.0108000000000175,,
725531,1.8996398,INVALID,,,,false,true,5.009999999999991,,
725532,1.9046815,INVALID,,,,false,true,5.041699999999992,,
725533,1.9096915,INVALID,,,,false,true,5.009999999999991,,
725534,1.9146637,INVALID,,,,false,true,4.972200000000157,,
725535,1.9196531,INVALID,,,,false,true,4.989399999999932,,
725536,1.9246651,INVALID,,,,false,true,5.011999999999944,,
725537,1.9296837,INVALID,,,,false,true,5.018600000000106,,
725538,1.9346918,INVALID,,,,false,true,5.008100000000013,,
725539,1.9397028,INVALID,,,,false,true,5.010999999999967,,
725540,1.9447128,INVALID,,,,false,true,5.009999999999991,,
725541,1.9497272,INVALID,,,,false,true,5.014400000000023,,
725542,1.9547353,INVALID,,,,false,true,5.008100000000013,,
725543,1.9597752,INVALID,,,,false,true,5.039899999999989,,
725544,1.9647833,INVALID,,,,false,true,5.008100000000013,,
725545,1.9697646,INVALID,,,,false,true,4.981299999999919,,
725546,1.9747802,INVALID,,,,false,true,5.015599999999949,,
725547,1.9798079,INVALID,,,,false,true,5.027700000000095,,
725548,1.9848339,INVALID,,,,false,true,5.026000000000067,,
725549,1.9898364,INVALID,,,,false,true,5.002499999999827,,
725550,1.9948474,INVALID,,,,false,true,5.011000000000195,,
725551,1.9998555,INVALID,,,,false,true,5.008099999999786,,
725552,2.0048724,INVALID,,,,false,true,5.016900000000078,,
725553,2.0098805,INVALID,,,,false,true,5.008100000000013,,
725554,2.0148886,INVALID,,,,false,true,5.008100000000013,,
725555,2.0199012,INVALID,,,,false,true,5.01260000000002,,
725556,2.0249093,INVALID,,,,false,true,5.008100000000013,,
725557,2.0299174,INVALID,,,,false,true,5.008100000000013,,
725558,2.034941,INVALID,,,,false,true,5.023599999999988,,
725559,2.03995,INVALID,,,,false,true,5.0090000000000146,,
725560,2.044959,INVALID,,,,false,true,5.0090000000000146,,
725561,2.0499843,INVALID,,,,false,true,5.025300000000016,,
725562,2.0549933,INVALID,,,,false,true,5.0090000000000146,,
725563,2.0600472,INVALID,,,,false,true,5.053899999999885,,
725564,2.0650562,INVALID,,,,false,true,5.0090000000000146,,
725565,2.0700722,INVALID,,,,false,true,5.016000000000076,,
725566,2.0750812,INVALID,,,,false,true,5.0090000000000146,,
725567,2.0800968,INVALID,,,,false,true,5.015599999999722,,
725568,2.0851058,INVALID,,,,false,true,5.0090000000000146,,
725569,2.0901214,INVALID,,,,false,true,5.015600000000177,,
725570,2.0951304,INVALID,,,,false,true,5.0090000000000146,,
725571,2.1001394,INVALID,,,,false,true,5.0090000000000146,,
725572,2.1051665,VALID,-0.046,-0.13,0.99,true,false,5.027099999999791,-2.660314732619527,-7.46959231641693
725573,2.1101755,VALID,-0.036,-0.127,0.991,true,false,5.0090000000000146,-2.0804656487695845,-7.296267965040263
725574,2.1151845,VALID,-0.033,-0.118,0.992,true,false,5.0090000000000146,-1.905306175189038,-6.776690914155872
725575,2.1201935,VALID,-0.057,-0.167,0.984,true,false,5.0090000000000146,-3.315258014403364,-9.613438289409002
725576,2.1251787,VALID,-0.114,-0.2,0.973,true,false,4.985200000000077,-6.682502667299514,-11.536959032815489
725577,2.1301877,VALID,-0.091,-0.159,0.983,true,false,5.0090000000000146,-5.289010996366162,-9.148857422335611
725578,2.1351967,VALID,-0.077,-0.141,0.987,true,false,5.0090000000000146,-4.460848258516558,-8.105716058669348
725579,2.140211,VALID,-0.07,-0.136,0.988,true,false,5.014299999999821,-4.052645539469295,-7.816449008614412
725580,2.1452354,VALID,-0.067,-0.13,0.989,true,false,5.024400000000242,-3.875592222556517,-7.46959231641693
725581,2.1502516,VALID,-0.066,-0.117,0.991,true,false,5.016200000000026,-3.8102374637574083,-6.718995468993778
725582,2.155276,VALID,-0.065,-0.097,0.993,true,false,5.024399999999787,-3.7451360954167185,-5.566443107310412
725583,2.1603249,VALID,-0.063,-0.07,0.996,true,false,5.048900000000231,-3.61930888748097,-4.013987218056314
725584,2.1653559,VALID,-0.061,-0.045,0.997,true,false,5.030999999999949,-3.5011947584364154,-2.579181051648375
725585,2.1703652,VALID,-0.06,-0.025,0.998,true,false,5.009300000000167,-3.4404948727427276,-1.4325437375665075
725586,2.1752783,VALID,-0.059,-0.01,0.998,true,false,4.913099999999758,-3.383287617281726,-0.5729673448571527
725587,2.1803464,VALID,-0.059,0.001,0.998,true,false,5.0680999999999585,-3.383287617281726,0.0572957890623832
725588,2.1859617,VALID,-0.058,0.008,0.998,true,false,5.615299999999934,-3.326073607492083,0.4583711254853259
725589,2.1908115,VALID,-0.057,0.013,0.998,true,false,4.849799999999959,-3.268852956299148,0.7448661150703432
725590,2.1956435,VALID,-0.056,0.017,0.998,true,false,4.832000000000335,-3.211625776707483,0.97407517351896
725591,2.2003552,VALID,-0.054,0.019,0.998,true,false,4.711699999999837,-3.0971522847343267,1.0886853200163829
725592,2.2053695,VALID,-0.052,0.021,0.998,true,false,5.014299999999821,-2.9826540371430528,1.2032998233651468
725593,2.2103839,VALID,-0.051,0.022,0.998,true,false,5.014400000000023,-2.9253959133059113,1.2606088523503383
725594,2.2154169,VALID,-0.049,0.024,0.999,true,false,5.0330000000003565,-2.8080530625387645,1.3752307520185663
725595,2.2204313,VALID,-0.048,0.026,0.999,true,false,5.014400000000023,-2.7508347958812327,1.4898581568539333
725596,2.2254457,VALID,-0.046,0.027,0.999,true,false,5.014400000000023,-2.6363819013358722,1.5471740673445704
725597,2.23046,VALID,-0.045,0.028,0.999,true,false,5.014299999999821,-2.5791475002834177,1.6044915265155903
725598,2.2354744,VALID,-0.044,0.029,0.999,true,false,5.014400000000023,-2.5219079480404227,1.6618105918581296
725599,2.2404888,VALID,-0.043,0.03,0.999,true,false,5.014400000000023,-2.4646633581811566,1.719131320877811
725600,2.2455032,VALID,-0.043,0.03,0.999,true,false,5.014400000000023,-2.4646633581811566,1.719131320877811
725601,2.2505176,VALID,-0.042,0.031,0.999,true,false,5.014400000000023,-2.407413844340112,1.7764537710952644
725602,2.255532,VALID,-0.042,0.032,0.999,true,false,5.014400000000023,-2.407413844340112,1.833778000046647
725603,2.2605464,VALID,-0.041,0.034,0.999,true,false,5.014400000000023,-2.3501595202106556,1.9484320243766013
