frame,time_s,gaze_status,combined_gaze_forward_x,combined_gaze_forward_y,combined_gaze_forward_z,gaze_valid,in_invalid_run,sample_dt_ms,gaze_azimuth_deg,gaze_elevation_deg
725604,2.265499,VALID,-0.041,0.035,0.999,true,false,4.95259999999962,-2.3501595202106556,2.0057619349098257
725605,2.2705134,VALID,-0.041,0.036,0.999,true,false,5.014400000000023,-2.3501595202106556,2.063093854487329
725606,2.2755278,VALID,-0.041,0.036,0.999,true,false,5.014400000000023,-2.3501595202106556,2.063093854487329
725607,2.2805581,VALID,-0.04,0.036,0.999,true,false,5.030300000000352,-2.2929004995436886,2.063093854487329
725608,2.2861397,VALID,-0.04,0.037,0.999,true,false,5.58159999999998,-2.2929004995436886,2.120427840730745
725609,2.291006,VALID,-0.04,0.037,0.999,true,false,4.866299999999683,-2.2929004995436886,2.120427840730745
725610,2.2960082,VALID,-0.041,0.034,0.999,true,false,5.002200000000357,-2.3501595202106556,1.9484320243766013
725611,2.3005823,VALID,-0.041,0.032,0.999,true,false,4.574099999999817,-2.3501595202106556,1.833778000046647
725612,2.3055801,VALID,-0.041,0.031,0.999,true,false,4.9978000000000975,-2.3501595202106556,1.7764537710952644
725613,2.3106205,VALID,-0.042,0.03,0.999,true,false,5.040399999999863,-2.407413844340112,1.719131320877811
725614,2.3156227,VALID,-0.041,0.031,0.999,true,false,5.0021999999999025,-2.3501595202106556,1.7764537710952644
725615,2.3206385,VALID,-0.041,0.032,0.999,true,false,5.015800000000127,-2.3501595202106556,1.833778000046647
725616,2.3256407,VALID,-0.041,0.033,0.999,true,false,5.0021999999999025,-2.3501595202106556,1.8911040652841664
725617,2.3306583,VALID,-0.041,0.034,0.999,true,false,5.0176000000001295,-2.3501595202106556,1.9484320243766013
725618,2.3356886,VALID,-0.041,0.035,0.999,true,false,5.030299999999897,-2.3501595202106556,2.0057619349098257
725619,2.3406864,VALID,-0.04,0.036,0.999,true,false,4.9978000000000975,-2.2929004995436886,2.063093854487329
725620,2.3457074,VALID,-0.04,0.037,0.999,true,false,5.020999999999731,-2.2929004995436886,2.120427840730745
725621,2.3507052,VALID,-0.04,0.038,0.998,true,false,4.9978000000000975,-2.29519553918841,2.1777639512803675
725622,2.3557466,VALID,-0.04,0.04,0.998,true,false,5.041400000000067,-2.29519553918841,2.292442775955887
725623,2.3608729,VALID,-0.039,0.042,0.998,true,false,5.126299999999901,-2.2378747368368743,2.4071307900294796
725624,2.3658939,VALID,-0.038,0.044,0.998,true,false,5.0210000000001855,-2.1805494521972673,2.5218284553489743
725625,2.3708917,VALID,-0.038,0.045,0.998,true,false,4.9978000000000975,-2.1805494521972673,2.579181051648375
725626,2.3758839,VALID,-0.037,0.046,0.998,true,false,4.992199999999684,-2.123219799525733,2.6365362341112917
725627,2.3807534,VALID,-0.037,0.047,0.998,true,false,4.869500000000244,-2.123219799525733,2.6938940605696544
725628,2.3857512,VALID,-0.036,0.047,0.998,true,false,4.9978000000000975,-2.0658858931308135,2.6938940605696544
725629,2.3910536,VALID,-0.036,0.05,0.998,true,false,5.302400000000034,-2.0658858931308135,2.8659839825988622
725630,2.396043,VALID,-0.037,0.052,0.998,true,false,4.989399999999932,-2.123219799525733,2.980724878615555
725631,2.401064,VALID,-0.037,0.054,0.998,true,false,5.020999999999731,-2.123219799525733,3.095477740691912
725632,2.4060534,VALID,-0.037,0.056,0.998,true,false,4.989399999999932,-2.123219799525733,3.2102430330243474
725633,2.4108619,VALID,-0.036,0.056,0.998,true,false,4.808500000000095,-2.0658858931308135,3.2102430330243474
725634,2.4158513,VALID,-0.036,0.055,0.998,true,false,4.989399999999932,-2.0658858931308135,3.152858804046428
725635,2.4208538,VALID,-0.036,0.055,0.998,true,false,5.002500000000055,-2.0658858931308135,3.152858804046428
725636,2.4258769,VALID,-0.035,0.055,0.998,true,false,5.0231000000003405,-2.0085478473720904,3.152858804046428
725637,2.4308794,VALID,-0.035,0.055,0.998,true,false,5.0024999999996,-2.0085478473720904,3.152858804046428
725638,2.4358908,VALID,-0.034,0.054,0.998,true,false,5.011400000000322,-1.9512057766588216,3.095477740691912
725639,2.4408933,VALID,-0.034,0.054,0.998,true,false,5.002500000000055,-1.9512057766588216,3.095477740691912
725640,2.4459609,VALID,-0.034,0.054,0.998,true,false,5.067599999999857,-1.9512057766588216,3.095477740691912
725641,2.4509634,VALID,-0.032,0.052,0.998,true,false,5.002500000000055,-1.8365100182458882,2.980724878615555
725642,2.4559846,VALID,-0.03,0.052,0.998,true,false,5.021199999999681,-1.7217995341078054,2.980724878615555
725643,2.460974,VALID,-0.028,0.051,0.998,true,false,4.989400000000387,-1.607075241167837,2.923352963844877
725644,2.4659876,VALID,-0.026,0.05,0.998,true,false,5.013599999999769,-1.4923380570129183,2.8659839825988622
725645,2.4710013,VALID,-0.025,0.049,0.999,true,false,5.013699999999972,-1.433529116001614,2.8086178769206227
725646,2.4760038,VALID,-0.023,0.047,0.999,true,false,5.002500000000055,-1.31888905385121,2.6938940605696544
725647,2.4810195,VALID,-0.022,0.045,0.999,true,false,5.015699999999924,-1.2615650044101538,2.579181051648375
725648,2.4860391,VALID,-0.021,0.043,0.999,true,false,5.019600000000082,-1.2042384288299293,2.464478387404561
725649,2.4910598,VALID,-0.02,0.042,0.999,true,false,5.0207000000000335,-1.1469094417273433,2.4071307900294796
725650,2.4961372,VALID,-0.02,0.04,0.999,true,false,5.077400000000125,-1.1469094417273433,2.292442775955887
725651,2.5011509,VALID,-0.019,0.039,0.999,true,false,5.013699999999972,-1.089578157748161,2.2351022437956822
725652,2.5061646,VALID,-0.018,0.037,0.999,true,false,5.013699999999972,-1.032244691565731,2.120427840730745
725653,2.5111592,VALID,-0.018,0.036,0.999,true,false,4.994599999999991,-1.032244691565731,2.063093854487329
725654,2.5161708,VALID,-0.018,0.035,0.999,true,false,5.011599999999817,-1.032244691565731,2.0057619349098257
725655,2.5211845,VALID,-0.018,0.035,0.999,true,false,5.013699999999972,-1.032244691565731,2.0057619349098257
725656,2.5261795,VALID,-0.018,0.036,0.999,true,false,4.995000000000346,-1.032244691565731,2.063093854487329
725657,2.5311932,VALID,-0.019,0.036,0.999,true,false,5.013699999999972,-1.089578157748161,2.063093854487329
725658,2.5361982,VALID,-0.019,0.037,0.999,true,false,5.004999999999654,-1.089578157748161,2.120427840730745
725659,2.5411553,VALID,-0.019,0.037,0.999,true,false,4.957100000000082,-1.089578157748161,2.120427840730745
725660,2.5461694,VALID,-0.02,0.037,0.999,true,false,5.014100000000326,-1.1469094417273433,2.120427840730745
725661,2.551221,VALID,-0.02,0.037,0.999,true,false,5.05159999999978,-1.1469094417273433,2.120427840730745
725662,2.5562594,VALID,-0.02,0.037,0.999,true,false,5.0383999999999105,-1.1469094417273433,2.120427840730745
725663,2.5612735,VALID,-0.02,0.037,0.999,true,false,5.014099999999871,-1.1469094417273433,2.120427840730745
725664,2.5662876,VALID,-0.02,0.037,0.999,true,false,5.014100000000326,-1.1469094417273433,2.120427840730745
725665,2.5713014,VALID,-0.021,0.037,0.999,true,false,5.013799999999719,-1.2042384288299293,2.120427840730745
725666,2.5763155,VALID,-0.021,0.037,0.999,true,false,5.014100000000326,-1.2042384288299293,2.120427840730745
725667,2.5813293,VALID,-0.021,0.037,0.999,true,false,5.013799999999719,-1.2042384288299293,2.120427840730745
725668,2.5863491,VALID,-0.021,0.037,0.999,true,false,5.019800000000032,-1.2042384288299293,2.120427840730745
725669,2.5913632,VALID,-0.022,0.036,0.999,true,false,5.014099999999871,-1.2615650044101538,2.063093854487329
725670,2.596377,VALID,-0.022,0.035,0.999,true,false,5.013800000000174,-1.2615650044101538,2.0057619349098257
725671,2.6013911,VALID,-0.022,0.034,0.999,true,false,5.014099999999871,-1.2615650044101538,1.9484320243766013
725672,2.6063804,VALID,-0.022,0.033,0.999,true,false,4.989300000000185,-1.2615650044101538,1.8911040652841664
725673,2.6113945,VALID,-0.022,0.032,0.999,true,false,5.014099999999871,-1.2615650044101538,1.833778000046647
725674,2.6164083,VALID,-0.023,0.03,0.999,true,false,5.013800000000174,-1.31888905385121,1.719131320877811
725675,2.6214224,VALID,-0.023,0.03,0.999,true,false,5.014099999999871,-1.31888905385121,1.719131320877811
725676,2.6264243,VALID,-0.023,0.028,0.999,true,false,5.001900000000205,-1.31888905385121,1.6044915265155903
725677,2.6314384,VALID,-0.024,0.027,0.999,true,false,5.014099999999871,-1.3762104625666218,1.5471740673445704
725678,2.6364525,VALID,-0.024,0.027,0.999,true,false,5.014099999999871,-1.3762104625666218,1.5471740673445704
725679,2.6414763,VALID,-0.025,0.025,0.999,true,false,5.023799999999937,-1.433529116001614,1.4325437375665075
725680,2.6464904,VALID,-0.025,0.024,0.999,true,false,5.014100000000326,-1.433529116001614,1.3752307520185663
725681,2.651469,VALID,-0.026,0.023,0.999,true,false,4.978599999999915,-1.4908448996344827,1.3179191427593082
725682,2.6564831,VALID,-0.026,0.023,0.999,true,false,5.014099999999871,-1.4908448996344827,1.3179191427593082
725683,2.6614972,VALID,-0.027,0.022,0.999,true,false,5.014099999999871,-1.5481576989779675,1.2606088523503383
725684,2.6665095,VALID,-0.027,0.021,0.999,true,false,5.012300000000323,-1.5481576989779675,1.2032998233651468
725685,2.6715238,VALID,-0.028,0.02,0.999,true,false,5.014299999999821,-1.6054673995806177,1.1459919983885924
725686,2.6765617,VALID,-0.029,0.019,0.999,true,false,5.037900000000263,-1.6627738870281594,1.0886853200163829
725687,2.6815739,VALID,-0.03,0.02,0.999,true,false,5.012199999999666,-1.720077046944863,1.1459919983885924
725688,2.6865882,VALID,-0.031,0.021,0.999,true,false,5.014300000000276,-1.7773767649949088,1.2032998233651468
725689,2.6916004,VALID,-0.035,0.023,0.999,true,false,5.012199999999666,-2.0065389332852783,1.3179191427593082
725690,2.6966147,VALID,-0.037,0.023,0.999,true,false,5.014300000000276,-2.1210963966614536,1.3179191427593082
725691,2.7016269,VALID,-0.04,0.024,0.999,true,false,5.012200000000121,-2.2929004995436886,1.3752307520185663
725692,2.7066412,VALID,-0.042,0.024,0.999,true,false,5.014299999999821,-2.407413844340112,1.3752307520185663
725693,2.7116347,VALID,-0.045,0.024,0.999,true,false,4.99350000000004,-2.5791475002834177,1.3752307520185663
725694,2.716649,VALID,-0.047,0.024,0.999,true,false,5.014299999999821,-2.6936110376850793,1.3752307520185663
725695,2.7216541,VALID,-0.049,0.025,0.998,true,false,5.005100000000311,-2.810862232807306,1.4325437375665075
725696,2.7266684,VALID,-0.051,0.026,0.998,true,false,5.014299999999821,-2.9253959133059113,1.4898581568539333
725697,2.7316954,VALID,-0.053,0.027,0.998,true,false,5.027000000000044,-3.0399061987461087,1.5471740673445704
725698,2.7367097,VALID,-0.055,0.027,0.998,true,false,5.014299999999821,-3.154392181799537,1.5471740673445704
725699,2.7417367,VALID,-0.055,0.027,0.998,true,false,5.027000000000044,-3.154392181799537,1.5471740673445704
725700,2.746751,VALID,-0.057,0.027,0.998,true,false,5.014300000000276,-3.268852956299148,1.5471740673445704
725701,2.751778,VALID,-0.058,0.028,0.998,true,false,5.026999999999589,-3.326073607492083,1.6044915265155903
725702,2.7567923,VALID,-0.059,0.029,0.998,true,false,5.014300000000276,-3.383287617281726,1.6618105918581296
725703,2.7617247,VALID,-0.06,0.029,0.998,true,false,4.932400000000143,-3.4404948727427276,1.6618105918581296
725704,2.766745,VALID,-0.061,0.029,0.998,true,false,5.020299999999679,-3.497695261030265,1.6618105918581296
725705,2.7717653,VALID,-0.062,0.03,0.998,true,false,5.020300000000134,-3.5548886693813615,1.719131320877811
725706,2.776742,VALID,-0.063,0.03,0.998,true,false,4.976700000000164,-3.612074985116196,1.719131320877811
725707,2.7817657,VALID,-0.064,0.03,0.998,true,false,5.023699999999735,-3.669254095639421,1.719131320877811
725708,2.7868011,VALID,-0.065,0.03,0.997,true,false,5.035400000000209,-3.7301529802381532,1.719131320877811
725709,2.7918298,VALID,-0.065,0.03,0.997,true,false,5.028699999999844,-3.7301529802381532,1.719131320877811
725710,2.7968863,VALID,-0.066,0.03,0.997,true,false,5.056500000000142,-3.7873741866931114,1.719131320877811
