frame,time_s,gaze_status,left_eye_status,right_eye_status,left_eye_openness,right_eye_openness,focus_distance,focus_stability,gaze_valid,left_eye_valid,right_eye_valid,blink_left,blink_right,focus_distance_sentinel,focus_out_of_bounds,focus_unstable,in_invalid_run,invalid_run_id
725560,2.044959,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725561,2.0499843,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725562,2.0549933,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725563,2.0600472,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725564,2.0650562,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725565,2.0700722,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725566,2.0750812,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725567,2.0800968,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725568,2.0851058,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725569,2.0901214,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725570,2.0951304,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725571,2.1001394,INVALID,INVALID,INVALID,,,,,false,false,false,false,false,false,false,false,true,2
725572,2.1051665,VALID,VALID,VALID,0.393,0.31,,0,true,true,true,true,true,false,true,true,false,
725573,2.1101755,VALID,VALID,VALID,0.395,0.313,0.6681774,0,true,true,true,true,true,false,false,true,false,
725574,2.1151845,VALID,VALID,VALID,0.399,0.317,2,0,true,true,true,true,true,false,false,true,false,
725575,2.1201935,VALID,VALID,VALID,0.405,0.319,0.487977,0,true,true,true,true,true,false,false,true,false,
725576,2.1251787,VALID,VALID,VALID,0.409,0.329,0.2654263,0,true,true,true,true,true,false,false,true,false,
725577,2.1301877,VALID,VALID,VALID,0.413,0.335,0.4031945,0,true,true,true,true,true,false,false,true,false,
725578,2.1351967,VALID,VALID,VALID,0.422,0.349,0.5166033,0,true,true,true,true,true,false,false,true,false,
725579,2.140211,VALID,VALID,VALID,0.437,0.373,0.5267635,0,true,true,true,true,true,false,false,true,false,
725580,2.1452354,VALID,VALID,VALID,0.451,0.397,0.5358419,0,true,true,true,true,true,false,false,true,false,
725581,2.1502516,VALID,VALID,VALID,0.47,0.429,0.54299,0,true,true,true,true,true,false,false,true,false,
725582,2.155276,VALID,VALID,VALID,0.504,0.462,0.5989563,0,true,true,true,false,true,false,false,true,false,
725583,2.1603249,VALID,VALID,VALID,0.523,0.49,0.7277444,0,true,true,true,false,true,false,false,true,false,
725584,2.1653559,VALID,VALID,VALID,0.542,0.517,0.7835685,0,true,true,true,false,false,false,false,true,false,
725585,2.1703652,VALID,VALID,VALID,0.56,0.549,0.7902328,0,true,true,true,false,false,false,false,true,false,
725586,2.1752783,VALID,VALID,VALID,0.576,0.574,0.7883428,0,true,true,true,false,false,false,false,true,false,
725587,2.1803464,VALID,VALID,VALID,0.595,0.6,0.7599397,0,true,true,true,false,false,false,false,true,false,
725588,2.1859617,VALID,VALID,VALID,0.613,0.622,0.7174289,0,true,true,true,false,false,false,false,true,false,
725589,2.1908115,VALID,VALID,VALID,0.63,0.64,0.6543394,0,true,true,true,false,false,false,false,true,false,
725590,2.1956435,VALID,VALID,VALID,0.645,0.656,0.5945814,0,true,true,true,false,false,false,false,true,false,
725591,2.2003552,VALID,VALID,VALID,0.66,0.67,0.5515125,0,true,true,true,false,false,false,false,true,false,
725592,2.2053695,VALID,VALID,VALID,0.673,0.683,0.5227922,0,true,true,true,false,false,false,false,true,false,
725593,2.2103839,VALID,VALID,VALID,0.686,0.697,0.5126447,0,true,true,true,false,false,false,false,true,false,
725594,2.2154169,VALID,VALID,VALID,0.697,0.706,0.5077008,0,true,true,true,false,false,false,false,true,false,
725595,2.2204313,VALID,VALID,VALID,0.706,0.711,0.5112821,0,true,true,true,false,false,false,false,true,false,
725596,2.2254457,VALID,VALID,VALID,0.713,0.713,0.5149947,0,true,true,true,false,false,false,false,true,false,
725597,2.23046,VALID,VALID,VALID,0.718,0.717,0.52054,0,true,true,true,false,false,false,false,true,false,
725598,2.2354744,VALID,VALID,VALID,0.722,0.722,0.5250685,0,true,true,true,false,false,false,false,true,false,
725599,2.2404888,VALID,VALID,VALID,0.724,0.726,0.5293807,0,true,true,true,false,false,false,false,true,false,
725600,2.2455032,VALID,VALID,VALID,0.727,0.733,0.5346989,0,true,true,true,false,false,false,false,true,false,
725601,2.2505176,VALID,VALID,VALID,0.729,0.737,0.5419699,0.2670962,true,true,true,false,false,false,false,true,false,
725602,2.255532,VALID,VALID,VALID,0.732,0.743,0.548995,0.6894268,true,true,true,false,false,false,false,false,false,
725603,2.2605464,VALID,VALID,VALID,0.736,0.747,0.5582709,0.7780095,true,true,true,false,false,false,false,false,false,
725604,2.265499,VALID,VALID,VALID,0.738,0.753,0.3563078,0.8033985,true,true,true,false,false,false,false,false,false,
725605,2.2705134,VALID,VALID,VALID,0.74,0.759,0.2482337,0.8887271,true,true,true,false,false,false,false,false,false,
725606,2.2755278,VALID,VALID,VALID,0.742,0.763,0.2056971,0.902274,true,true,true,false,false,false,false,false,false,
725607,2.2805581,VALID,VALID,VALID,0.743,0.77,,0.91431,true,true,true,false,false,false,true,false,false,
725608,2.2861397,VALID,VALID,VALID,0.744,0.775,,0.9361513,true,true,true,false,false,false,true,false,false,
725609,2.291006,VALID,VALID,VALID,0.745,0.779,,0.9566214,true,true,true,false,false,false,true,false,false,
725610,2.2960082,VALID,VALID,VALID,0.746,0.785,,0.6402216,true,true,true,false,false,false,true,false,false,
725611,2.3005823,VALID,VALID,VALID,0.747,0.79,,0.6437573,true,true,true,false,false,false,true,false,false,
725612,2.3055801,VALID,VALID,VALID,0.747,0.795,0.2159652,0.6647959,true,true,true,false,false,false,false,false,false,
725613,2.3106205,VALID,VALID,VALID,0.748,0.796,0.2223085,0.6663223,true,true,true,false,false,false,false,false,false,
725614,2.3156227,VALID,VALID,VALID,0.747,0.798,0.2946385,0.3534999,true,true,true,false,false,false,false,false,false,
725615,2.3206385,VALID,VALID,VALID,0.747,0.8,0.3687244,0.3520715,true,true,true,false,false,false,false,false,false,
725616,2.3256407,VALID,VALID,VALID,0.748,0.799,0.4534753,0.3425943,true,true,true,false,false,false,false,false,false,
725617,2.3306583,VALID,VALID,VALID,0.748,0.801,0.5348802,0.3461399,true,true,true,false,false,false,false,false,false,
725618,2.3356886,VALID,VALID,VALID,0.747,0.801,0.6010115,0.3417449,true,true,true,false,false,false,false,false,false,
725619,2.3406864,VALID,VALID,VALID,0.747,0.798,0.6474319,0.3497622,true,true,true,false,false,false,false,false,false,
725620,2.3457074,VALID,VALID,VALID,0.747,0.794,0.9056107,0.3604763,true,true,true,false,false,false,false,false,false,
725621,2.3507052,VALID,VALID,VALID,0.747,0.787,0.8505993,0.3653718,true,true,true,false,false,false,false,false,false,
725622,2.3557466,VALID,VALID,VALID,0.746,0.778,0.8326216,0.2394842,true,true,true,false,false,false,false,true,false,
725623,2.3608729,VALID,VALID,VALID,0.746,0.781,0.749504,0.2384888,true,true,true,false,false,false,false,true,false,
725624,2.3658939,VALID,VALID,VALID,0.745,0.787,0.7737772,0.2052364,true,true,true,false,false,false,false,true,false,
725625,2.3708917,VALID,VALID,VALID,0.745,0.798,0.790979,0.1972637,true,true,true,false,false,false,false,true,false,
725626,2.3758839,VALID,VALID,VALID,0.744,0.812,0.7397847,0.197492,true,true,true,false,false,false,false,true,false,
725627,2.3807534,VALID,VALID,VALID,0.742,0.826,0.7038093,0.1937142,true,true,true,false,false,false,false,true,false,
725628,2.3857512,VALID,VALID,VALID,0.741,0.839,0.740851,0.2002813,true,true,true,false,false,false,false,true,false,
725629,2.3910536,VALID,VALID,VALID,0.739,0.85,0.7146272,0.3256778,true,true,true,false,false,false,false,false,false,
725630,2.396043,VALID,VALID,VALID,0.738,0.858,0.753576,0.3328966,true,true,true,false,false,false,false,false,false,
725631,2.401064,VALID,VALID,VALID,0.736,0.866,0.7304057,0.3271645,true,true,true,false,false,false,false,false,false,
725632,2.4060534,VALID,VALID,VALID,0.732,0.872,0.7130681,0.3150286,true,true,true,false,false,false,false,false,false,
725633,2.4108619,VALID,VALID,VALID,0.73,0.877,0.7460675,0.476261,true,true,true,false,false,false,false,false,false,
725634,2.4158513,VALID,VALID,VALID,0.729,0.881,0.7264125,0.4679179,true,true,true,false,false,false,false,false,false,
725635,2.4208538,VALID,VALID,VALID,0.727,0.885,0.7148122,0.4484603,true,true,true,false,false,false,false,false,false,
725636,2.4258769,VALID,VALID,VALID,0.725,0.888,0.7457827,0.4353156,true,true,true,false,false,false,false,false,false,
725637,2.4308794,VALID,VALID,VALID,0.724,0.891,0.73004,0.4154424,true,true,true,false,false,false,false,false,false,
725638,2.4358908,VALID,VALID,VALID,0.722,0.893,0.8434368,0.2269874,true,true,true,false,false,false,false,true,false,
725639,2.4408933,VALID,VALID,VALID,0.72,0.895,0.8153324,0.03792121,true,true,true,false,false,false,false,true,false,
725640,2.4459609,VALID,VALID,VALID,0.717,0.897,0.8477271,0.03581799,true,true,true,false,false,false,false,true,false,
725641,2.4509634,VALID,VALID,VALID,0.715,0.899,0.8576977,0,true,true,true,false,false,false,false,true,false,
725642,2.4559846,VALID,VALID,VALID,0.713,0.902,0.8713962,0,true,true,true,false,false,false,false,true,false,
725643,2.460974,VALID,VALID,VALID,0.71,0.903,1.010289,0,true,true,true,false,false,false,false,true,false,
725644,2.4659876,VALID,VALID,VALID,0.708,0.905,1.019707,0,true,true,true,false,false,false,false,true,false,
725645,2.4710013,VALID,VALID,VALID,0.706,0.906,2,0,true,true,true,false,false,false,false,true,false,
725646,2.4760038,VALID,VALID,VALID,0.703,0.907,2,0,true,true,true,false,false,false,false,true,false,
725647,2.4810195,VALID,VALID,VALID,0.701,0.909,2,0,true,true,true,false,false,false,false,true,false,
725648,2.4860391,VALID,VALID,VALID,0.699,0.91,2,0,true,true,true,false,false,false,false,true,false,
725649,2.4910598,VALID,VALID,VALID,0.696,0.911,2,0,true,true,true,false,false,false,false,true,false,
725650,2.4961372,VALID,VALID,VALID,0.694,0.912,2,0,true,true,true,false,false,false,false,true,false,
725651,2.5011509,VALID,VALID,VALID,0.693,0.913,2,0,true,true,true,false,false,false,false,true,false,
725652,2.5061646,VALID,VALID,VALID,0.691,0.914,2,0,true,true,true,false,false,false,false,true,false,
725653,2.5111592,VALID,VALID,VALID,0.689,0.915,2,0,true,true,true,false,false,false,false,true,false,
725654,2.5161708,VALID,VALID,VALID,0.688,0.916,2,0,true,true,true,false,false,false,false,true,false,
725655,2.5211845,VALID,VALID,VALID,0.686,0.917,2,0,true,true,true,false,false,false,false,true,false,
725656,2.5261795,VALID,VALID,VALID,0.685,0.917,2,0,true,true,true,false,false,false,false,true,false,
725657,2.5311932,VALID,VALID,VALID,0.683,0.918,2,0,true,true,true,false,false,false,false,true,false,
725658,2.5361982,VALID,VALID,VALID,0.681,0.919,2,0,true,true,true,false,false,false,false,true,false,
725659,2.5411553,VALID,VALID,VALID,0.68,0.92,2,0,true,true,true,false,false,false,false,true,false,
725660,2.5461694,VALID,VALID,VALID,0.677,0.921,2,0.3807902,true,true,true,false,false,false,false,false,false,
725661,2.551221,VALID,VALID,VALID,0.675,0.922,2,0.5099614,true,true,true,false,false,false,false,false,false,
725662,2.5562594,VALID,VALID,VALID,0.674,0.923,2,0.4770304,true,true,true,false,false,false,false,false,false,
725663,2.5612735,VALID,VALID,VALID,0.673,0.924,2,0.3555219,true,true,true,false,false,false,false,false,false,
725664,2.5662876,VALID,VALID,VALID,0.672,0.924,2,0.3627665,true,true,true,false,false,false,false,false,false,
725665,2.5713014,VALID,VALID,VALID,0.67,0.925,2,0.3543516,true,true,true,false,false,false,false,false,false,
725666,2.5763155,VALID,VALID,VALID,0.669,0.926,2,0.3415105,true,true,true,false,false,false,false,false,false,
725667,2.5813293,VALID,VALID,VALID,0.666,0.926,2,0.3204695,true,true,true,false,false,false,false,false,false,
725668,2.5863491,VALID,VALID,VALID,0.665,0.927,2,0.3087527,true,true,true,false,false,false,false,false,false,
725669,2.5913632,VALID,VALID,VALID,0.664,0.928,2,0.3360382,true,true,true,false,false,false,false,false,false,
725670,2.596377,VALID,VALID,VALID,0.662,0.929,2,0.1743422,true,true,true,false,false,false,false,true,false,
725671,2.6013911,VALID,VALID,VALID,0.661,0.93,2,0.2162975,true,true,true,false,false,false,false,true,false,
725672,2.6063804,VALID,VALID,VALID,0.66,0.93,2,0.1701142,true,true,true,false,false,false,false,true,false,
725673,2.6113945,VALID,VALID,VALID,0.659,0.931,2,0.1280329,true,true,true,false,false,false,false,true,false,
725674,2.6164083,VALID,VALID,VALID,0.658,0.931,2,0.3445751,true,true,true,false,false,false,false,false,false,
725675,2.6214224,VALID,VALID,VALID,0.656,0.932,2,0.2983921,true,true,true,false,false,false,false,true,false,
725676,2.6264243,VALID,VALID,VALID,0.655,0.933,2,0.2374545,true,true,true,false,false,false,false,true,false,
725677,2.6314384,VALID,VALID,VALID,0.653,0.933,2,0.2419676,true,true,true,false,false,false,false,true,false,
725678,2.6364525,VALID,VALID,VALID,0.652,0.934,2,0.1876705,true,true,true,false,false,false,false,true,false,
725679,2.6414763,VALID,VALID,VALID,0.651,0.934,2,0.1298705,true,true,true,false,false,false,false,true,false,
725680,2.6464904,VALID,VALID,VALID,0.649,0.935,2,0.1242509,true,true,true,false,false,false,false,true,false,
725681,2.651469,VALID,VALID,VALID,0.648,0.935,2,0.2781318,true,true,true,false,false,false,false,true,false,
725682,2.6564831,VALID,VALID,VALID,0.646,0.936,2,0.4031592,true,true,true,false,false,false,false,false,false,
725683,2.6614972,VALID,VALID,VALID,0.645,0.936,2,0.4014303,true,true,true,false,false,false,false,false,false,
725684,2.6665095,VALID,VALID,VALID,0.644,0.936,2,0.3954602,true,true,true,false,false,false,false,false,false,
725685,2.6715238,VALID,VALID,VALID,0.643,0.936,2,0.4073529,true,true,true,false,false,false,false,false,false,
725686,2.6765617,VALID,VALID,VALID,0.642,0.937,2,0.4185557,true,true,true,false,false,false,false,false,false,
725687,2.6815739,VALID,VALID,VALID,0.642,0.937,2,0.2259754,true,true,true,false,false,false,false,true,false,
725688,2.6865882,VALID,VALID,VALID,0.64,0.937,2,0.2219169,true,true,true,false,false,false,false,true,false,
725689,2.6916004,VALID,VALID,VALID,0.639,0.937,2,0.09862458,true,true,true,false,false,false,false,true,false,
725690,2.6966147,VALID,VALID,VALID,0.638,0.937,2,0,true,true,true,false,false,false,false,true,false,
725691,2.7016269,VALID,VALID,VALID,0.636,0.937,2,0,true,true,true,false,false,false,false,true,false,
725692,2.7066412,VALID,VALID,VALID,0.635,0.937,2,0,true,true,true,false,false,false,false,true,false,
725693,2.7116347,VALID,VALID,VALID,0.632,0.937,2,0,true,true,true,false,false,false,false,true,false,
725694,2.716649,VALID,VALID,VALID,0.63,0.937,2,0,true,true,true,false,false,false,false,true,false,
725695,2.7216541,VALID,VALID,VALID,0.63,0.938,2,0,true,true,true,false,false,false,false,true,false,
725696,2.7266684,VALID,VALID,VALID,0.628,0.938,2,0,true,true,true,false,false,false,false,true,false,
725697,2.7316954,VALID,VALID,VALID,0.627,0.938,2,0,true,true,true,false,false,false,false,true,false,
725698,2.7367097,VALID,VALID,VALID,0.626,0.938,2,0,true,true,true,false,false,false,false,true,false,
725699,2.7417367,VALID,VALID,VALID,0.626,0.938,2,0,true,true,true,false,false,false,false,true,false,
725700,2.746751,VALID,VALID,VALID,0.625,0.938,2,0,true,true,true,false,false,false,false,true,false,
725701,2.751778,VALID,VALID,VALID,0.625,0.938,2,0,true,true,true,false,false,false,false,true,false,
725702,2.7567923,VALID,VALID,VALID,0.624,0.938,2,0,true,true,true,false,false,false,false,true,false,
725703,2.7617247,VALID,VALID,VALID,0.623,0.938,2,0,true,true,true,false,false,false,false,true,false,
725704,2.766745,VALID,VALID,VALID,0.622,0.938,2,0,true,true,true,false,false,false,false,true,false,
725705,2.7717653,VALID,VALID,VALID,0.621,0.938,2,0,true,true,true,false,false,false,false,true,false,
725706,2.776742,VALID,VALID,VALID,0.621,0.938,2,0,true,true,true,false,false,false,false,true,false,
725707,2.7817657,VALID,VALID,VALID,0.62,0.938,2,0,true,true,true,false,false,false,false,true,false,
725708,2.7868011,VALID,VALID,VALID,0.619,0.938,2,0,true,true,true,false,false,false,false,true,false,
725709,2.7918298,VALID,VALID,VALID,0.618,0.938,2,0,true,true,true,false,false,false,false,true,false,
725710,2.7968863,VALID,VALID,VALID,0.616,0.938,2,0,true,true,true,false,false,false,false,true,false,
